year,month,month_str,day,category,match,place
766.0,,,,birth, ولد في اول سنة ست وستين وسبعمائة,
,,,,birth, يكن يخبر به اخبر بعض خيار اصدقائه وثقاتهم حسبما نقله ولده عنه ان الفرنج لما اخذت اسكندرية كان عمه سنة,
60.0,1.0,محرم,13.0,, وكان اخذهم لها في يوم الجمعة ثالث عشري المحرم سنة وستين,
,,,,, وفي انبائه سنة بضع,ضع
19.0,,,,, وقال الشعر الحسن واستوطن القاهرة وكان خفيف ذات اليد واصيب بافة في بعض التدريس في سنة تسع عشرة,
21.0,3.0,ربيع الاول,11.0,death, عرضت له علة في اواخر التي تليها ثم نقه ورجع الى منزله وتمرض به حتى مات في ليلة الخميس حادي عشر ربيع الاول سنة احدى وعشرين بالجتمع,الجتمع
771.0,,,,, قلت وكانت وفاة ابي صاحب الترجمة باسكندرية في سنة احدى وسبعين وسبعمائة,
