year,month,month_str,day,category,match,place
761,,,,birth, ولد سنة احدى وستين وسبعمائة,
783,,,,, عن المحب بن هشام والمعقولات عن العز بن جماعة وتقدم على اقرانه في جميعها واذن له البلقيني وغيره بالافتاء سنة ثلاث وثمانين وسبعمائة,
85,,,,, ثم قدم دمشق في سنة خمس وثمانين,
40,2,صفر,18.0,, ثم عاوده فضاقت اخلاقه لذلك ولم يزل يتزايد به الى توفي في منزله بمسجد القصب بعد عصر يوم السبت ثامن عشر صفر سنة اربعين,
39,,,,, وذكره شيخنا في سنة تسع وثلاثين,
36,12,ذي الحجة,,, من انبائه فقال اجتمع بي في ذي الحجة سنة ست وثلاثين بالعادلية,العادلية
40,2,صفر,,death, ومات في صفر ولكنها من سنة اربعين,
60,End of,اخر,,birth, وذكره التقي بن قاضي شهبة في طبقاته فقال الشيخ العالم المحدث الفقيه الواعظ وارخ مولده في اواخر سنة ستين,
