year,month,month_str,day,category,match,place
797.0,,,,birth, ولد في سنة سبع وتسعين وسبعمائة,
22.0,,,,, وجزم مرة بالاولى بالقاهرة ونشا بها فحفظ القران والمنظومة والكنز والمنار والحاجبية وتلا لابي عمرو بمكة وهو كبير في سنة اثنتين وعشرين,
822.0,12.0,ذي الحجة,,ijaza, الجزري في اخرين وروى البخاري اجازة عن محمد بن محمد بن محمود الجعفري الطياري الحافظي البخاري الحنفي اجازة في ذي الحجة سنة اثنتين وعشرين وثمانمائة بمنى,منى
46.0,,,,birth, ومولده سنة ست واربعين بروايته,روايته
15.0,,,,, وحج مرارا اولها مع اخيه في سنة خمس عشرة,
28.0,,,,, وجاور بعد ذكل وكذا زار بيت المقدس والخليل في سنة ثمان وعشرين,
,,,,, ضريح امامنا الشافعي والليث في كل جمعة وكذا سيدي عبد الله المنوفي وعد التردد لبني الدنيا الا في فعل سنة,
80.0,1.0,محرم,,death, ومات في عصر يوم الجمعة سادس عشرى المحرم سنة ثمانين,
