year,month,month_str,day,category,match,place
13,8.0,شعبان,,death, والدواداري كاشف الجيزة مات في حادي عشرى شعبان سنة ثلاث عشرة,
13,,,,death, والزملكاني مات في سنة ثلاث عشرة,
44,4.0,ربيع الثاني,,death, وشهاب الدين الشولي الضرير مات بمكة في ربيع الثاني سنة اربع واربعين,
