year,month,month_str,day,category,match,place
884,5.0,جمادى الاولى,13.0,birth, ولد في ثالث عشري جمادى الاولى سنة اربع وثمانين وثمانمائة بمكة,مكة
86,,,,birth, وامه ام ولد حضر الي مع ابيه وهو في الثالثة سنة ست وثمانين,
93,,,,qaraa, زوج امه ملا على البخاري في قراءة القران وفي النحو بالعوامل والكافية وفي الصرف بتصريف العزى ولما كنت في سنة ثلاث وتسعين بمكة,مكة
