year,month,month_str,day,category,match,place
772,,,,birth, ولد في سنة اثنتين وسبعين وسبعمائة بالقاهرة,القاهرة
772,,,,birth, ولد في سنة اثنتين وسبعين وسبعمائة بالقاهرة,القاهرة
39,1.0,محرم,2.0,death, مات في يوم الجمعة ثاني المحرم سنة تسع وثلاثين,
