year,month,month_str,day,category,match,place
801,2.0,صفر,,birth, ولد في صفر سنة احدى وثمانمائة بغزة,غزة
51,12.0,ذي الحجة,,, وحج وزار بيت المقدس والخليل ودخل الشام وحلب والقاهرة وغيرها وولي قضاء بلده في ذي الحجة سنة احدى وخمسين,
8,,,,infasala, ثم انفصل عنه في سنة ثمان بعمر,عمر
9,,,,laqiya, ولقيته بها في سنة تسع,
70,,,,death, ومات بعد سنة سبعين,
71,,,,, ثم رايت فيمن قرض مجموع البدري محمد بن عمر الغزي الحنفي وارخ كتابته في سنة احدى وسبعين,
840,,,,birth, ولد في سنة اربعين وثمانمائة,
93,,,,, ولما كنت بمكة في سنة ثلاث وتسعين,
