year,month,month_str,day,category,match,place
763,1.0,محرم,,birth, ولد في العشر الاخير من المحرم سنة ثلاث وستين وسبعمائة بشيشين,شيشين
91,,,,death, ونشا بها فحفظ بعض القران ثم انتقل صحبة ابيه الى المحلة فاكمله وتحول بعد موته الى القاهرة وذلك في سنة احدى وتسعين,
55,9.0,رمضان,,, ات في اواخر رمضان سنة خمس وخمسين,
27,,,,, هو من بيت كبير بالمحلة كان والده خليفة الحاكم بها كتب له التقي السبكي في عرضه للتنبيه عليه سنة سبع وعشرين,
86,3.0,ربيع الاول,,death, مات وقد جاز الخمسين ظنا في ربيع الاول سنة ست وثمانين,
