year,month,month_str,day,category,match,place
35,,,,, وكان قدومه حلب في سنة خمس وثلاثين,
8,,,,, ثم رجع الى بلاده ثم عاد اليها سنة ثمان,
59,6.0,جمادى الاخرة,10.0,death, مات في ليلة الثلاثاء عاشر جمادى الاخرة سنة تسع وخمسين بعد,عد
55,,,,death, مات بالقدس سنة خمس وخمسين,
