year,month,month_str,day,category,match,place
753,,,,birth, ولد سنة ثلاث وخمسين وسبعمائة,
54,2.0,صفر,6.0,birth, ورايت بخط ابيه ولد ابراهيم الاصغر في سادس صفر سنة اربع وخمسين,
19,12.0,ذي الحجة,,death, مات بالقدس في ذي الحجة سنة تسع عشرة,
7,,,,, وبخط النجم ابن فهد وغيره سنة سبع بتقديم,تقديم
60,,,,birth, ابي عذيبة فقال الخواصي المقدسي الشيخ الامام العالم المسند برهان الدين سبط الحافظ علاء الدين المقدسي مدرس الصلاحية مولده سنة ستين,
21,,,,samia, وسمع على والده وبكر به فاسمعه من اعيان الحفاظ وكان رجلا جيدا خيرا صالحا يتكسب بالشهادة الى ان توفي سنة احدى وعشرين,
