year,month,month_str,day,category,match,place
787,4,ربيع الثاني,5.0,birth, ولد في عشية الثلاثاء خامس ربيع الثاني سنة سبع وثمانين وسبعمائة باصفون,اصفون
95,,,,birth, العلامة النجم عبد الرحمن بن يوسف الاصفوني الفقيه الشافعي فولد له منها هناك التقي ثم انتقل به ابوه في سنة خمس وتسعين,
804,,,,samia, النحو والحديث وبعض الحاوي وعرض على جماعة وسمع الابناسي والجمال بن ظهيرة وحبب اليه هذا الشان واول ما طلبه سنة اربع وثمانمائة,
5,End of,اخر,,samia, ولقي باليمن المجد اللغوي والموفق علي بن ابي بكر الازرق واخرين فسمع منهم وكان دخوله لها مرتين الاولى في سنة خمس,
16,,,,, والثانية في سنة ست عشرة,
71,3,ربيع الاول,7.0,death, ولم يلبث ان مات وانا هناك في صبيحة يوم السبت سابع ربيع الاول سنة احدى وسبعين,
