year,month,month_str,day,category,match,place
845,,,,birth, ولد في سنة خمس واربعين وثمانمائة,
60,,,,death, والتي بعدها ومات ابوه وهو حمل فلما ترعرع حفظ القران والعمدة والقدوري والفية ابن مالك والجرومية وعرض في سنة ستين,
70,,,,, وقد حج في سنة سبعين,
77,11.0,ذي القعدة,,, في الجهات كالاشرفية برسباي والصرغتمشية والشيخونية وناب في القضاء عن المحب بن الشحنة فمن بعده ورقاه الامشاطي في مستهل ذي القعدة سنة سبع وسبعين,
93,2.0,صفر,,death, مات في صفر سنة ثلاث وتسعين,
