year,month,month_str,day,category,match,place
53,,,,birth, ولد تقريبا سنة ثلاث وخمسين بالقاهرة,القاهرة
96,,,,birth, لابن الطحان ومع ذلك فحلف عندي انه ليس عنده احد في مرتبة البدر وقال حين ولد له في اوائل سنة ست وتسعين,
763,,,,birth, ولد تقريبا سنة ثلاث وستين وسبعمائة,
