year,month,month_str,day,category,match,place
13,8.0,شعبان,,death, عبد الرحمن والحسيني كاتب السر احمد بن علي بن ابراهيم بن عدنان والدواداري كاشف الجيزة مات في حادي عشرى شعبان سنة ثلاث عشرة,
13,,,,death, وخلف موجودا كثيرا جدا قاله شيخنا في انبائه والزملكاني مات في سنة ثلاث عشرة,
44,4.0,ربيع الثاني,,death, محمد بن محمد والنابلسي الناسخ احمد بن مسعود بن محمد بن محمد وشهاب الدين الشولي الضرير مات بمكة في ربيع الثاني سنة اربع واربعين,
