year,month,month_str,day,category,match,place
40,,,,death, من بيت شهير باليمن كان يكرم الوافدين ولكنه لم تطل مدته فان والده كما تقدم مات في سنة اربعين,
57,3.0,ربيع الاول,,death, ومات هو سلخ ربيع الاول سنة سبع وخمسين,
