"place","enLabel","placeLabel","toponyms","geometry","typeLabel","country"
"Q654259","Bukoba","بوكوبا","بوكوبا","Point(31.816666666 -1.333333333)","city","Q924"
"Q1960","Dar es Salaam","دار السلام","دار السلام","Point(39.283333333 -6.8)","port settlement","Q924"
"Q243319","Morogoro","موروغورو","موروجورو، موروغورو","Point(37.663333333 -6.824166666)","city","Q924"
"Q115323","Sumbawanga","سومباوانغا","سومباوانغا","Point(31.616666666 -7.966666666)","big city","Q924"
"Q244509","Kigoma","كيغوما","كيغوما","Point(29.633333333 -4.883333333)","city","Q924"
"Q646684","Mtwara","متوارا","متوارا","Point(40.182777777 -10.273611111)","city","Q924"
"Q2086390","Mkokotoni","مكوكوتوني","مكوكوتوني","Point(39.273055555 -5.88)","city","Q924"
"Q829886","Lindi","ليندي","ليندي","Point(39.714444444 -9.996944444)","city","Q924"
"Q110218","Mwanza","موانزا","موانزا","Point(32.9 -2.516666666)","big city","Q924"
"Q847315","Musoma","موسوما","موسوما","Point(33.804166666 -1.506944444)","big city","Q924"
"Q1514015","Tunduru","توندورو","توندورو","Point(37.35 -11.0667)","human settlement","Q924"
"Q152902","Tanga","تنجا","تنگا، تنجا","Point(39.1 -5.066666666)","big city","Q924"
"Q271733","Moshi","موشي","موشي","Point(37.340380555 -3.334883333)","big city","Q924"
"Q153331","Singida","محافظة سينغيدا","محافظة سينغيدا","Point(34.750555555 -4.818611111)","city","Q924"
"Q391599","Mpanda","مباندا","مباندا","Point(31.069444444 -6.343611111)","city","Q924"
"Q844417","Stone Town","مدينة زنجبار الحجرية","زنجبار القديمة, ستون تون، مدينة زنجبار الحجرية","Point(39.198788888 -6.164944444)","city","Q924"
"Q2222874","Zanzibar City","مدينة زنجبار","زنزيبار، مدينة زنجبار","Point(39.2 -6.166666666)","big city","Q924"
"Q735609","Iringa","ايرينغا","انزيجا، ايرينغا","Point(35.69 -7.77)","city","Q924"
"Q4622385","Geita","غيتا","غيتا","Point(32.229444444 -2.871388888)","city","Q924"
"Q794813","Songea","سونجيا","سونجيا","Point(35.65 -10.683333333)","city","Q924"
"Q799843","Bagamoyo","باجامويو","باجامويو","Point(38.9 -6.433333333)","town","Q924"
"Q643112","Tabora","تابورا","تابورا","Point(32.8 -5.016666666)","big city","Q924"
"Q335548","Mbeya","مبيا","مبيا","Point(33.45 -8.9)","city","Q924"
"Q133448","Uvinza","يوفينزا","يوفينزا","Point(30.391111111 -5.103611111)","town","Q924"
"Q276746","Babati","باباتي","باباتي","Point(35.7475 -4.211666666)","city","Q924"
"Q195492","Kibaha","كيباها","كيباها","Point(38.928888888 -6.758611111)","city","Q924"
"Q4301","Arusha","اروشا","اروشا","Point(36.683333333 -3.366666666)","big city","Q924"
"Q3711197","Mpwapwa","مبوابوا","مبوابوا","Point(36.48333333 -6.35)","city","Q924"
"Q1027843","Korogwe","كوروغوي","كوروغوي","Point(38.450277777 -5.155833333)","city","Q924"
"Q995249","Tukuyu","توكويو","توكويو","Point(33.641666666 -9.258333333)","city","Q924"
"Q993159","Chake-Chake","تشاك-تشاك","تشاك-تشاك","Point(39.766666666 -5.245833333)","human settlement","Q924"
"Q818765","Shinyanga","شينيانغا","شينيانغا","Point(33.423055555 -3.661944444)","city","Q924"
"Q637890","Mbamba Bay","خليج مبامبا","خليج مبامبا","Point(34.766666666 -11.283333333)","border town","Q924"
"Q15554012","Kasulu","كاسولو","كاسولو","Point(30.1025 -4.57667)","city","Q924"
"Q6346798","Kahama","كاهاما","كاهاما","Point(32.6 -3.84)","city","Q924"
"Q3357920","Loliondo","لوليوندو","لوليوندو","Point(35.61666667 -2.05)","human settlement","Q924"
"Q1741475","Kilwa Kisiwani","جزيرة كيلوا","سلطنة كيلوا, كلوه، جزيرة كيلوا","Point(39.51722 -8.98173)","human settlement","Q924"
"Q3366013","Kilindoni","كيليندوني","كيليندوني","Point(39.65 -7.916666666)","human settlement","Q924"
"Q6408133","Kilosa","كيلوزا","كيلوزا","Point(36.9875 -6.83)","human settlement","Q924"
"Q6983690","Ndanda","نداندا","نداندا","Point(39.01666667 -10.5)","human settlement","Q924"
"Q15941811","Biharamulo","محافظة بيهارامولو","محافظة بيهارامولو","Point(31.31361111 -2.63555556)","human settlement","Q924"
"Q17472898","Mbulu","محافظة","محافظة","Point(35.55 -3.85)","human settlement","Q924"
"Q3866","Dodoma","دودوما","دودوما","Point(35.746 -6.1835)","capital","Q924"
"Q2092053","Pibor","بيبور","بيبور","Point(33.133333333 6.8)","human settlement","Q958"
"Q1018945","Kapoeta","كبويتا","كبويتا","Point(33.583333333 4.766666666)","human settlement","Q958"
"Q3336136","Narus, South Sudan","ناروس","ناروس","Point(33.633333 3.9)","human settlement","Q958"
"Q775361","Renk","الرنك","الرنك","Point(32.804722222 11.743055555)","human settlement","Q958"
"Q1956471","Lafon, South Sudan","لافون","لافون","Point(32.469063888 5.033233333)","human settlement","Q958"
"Q1561403","Yei","ياي","ياي","Point(30.683333333 4.083333333)","human settlement","Q958"
"Q818284","Bentiu","بانتيو","بانتيو","Point(29.8 9.25)","town","Q958"
"Q3228987","Leer","ليير","ليير","Point(30.14179039 8.30179024)","human settlement","Q958"
"Q220049","Malakal","ملكال","ملكال","Point(31.65 9.533333333)","big city","Q958"
"Q3040474","Duar, South Sudan","دوار","دوار","Point(30.12434 8.772291)","human settlement","Q958"
"Q2874993","Ayod","ايود","ايود","Point(31.41047 8.130949)","human settlement","Q958"
"Q791685","Aweil, South Sudan","اويل","اويل ، اويل","Point(27.4 8.766666666)","city","Q958"
"Q1534350","Gogrial","قوقريال","قوقريال","Point(28.1 8.53)","human settlement","Q958"
"Q1010278","Torit","توريت","توريت","Point(32.566666666 4.416666666)","city","Q958"
"Q1010287","Kuajok","كواجوك","كواجوك","Point(27.99 8.31)","city","Q958"
"Q11048692","Melut","ميلوت","ميلوت","Point(32.201529 10.440419)","city","Q958"
"Q1947","Juba","جوبا","جوبا","Point(31.6 4.85)","big city","Q958"
"Q1022727","Raga, South Sudan","راجا","راجا","Point(25.68 8.47)","human settlement","Q958"
"Q844262","Kafia Kingi","كافيا كنجي","كافيا كنجي","Point(24.417404 9.273123)","disputed territory","Q958"
"Q1965843","Nasir","الناصر","الناصر","Point(33.066666666 8.6)","human settlement","Q958"
"Q3132444","Maridi","ماريدي","ماريدي","Point(29.473888888 4.915833333)","human settlement","Q958"
"Q3564911","Waat","وات","وات","Point(32.166667 8.156944)","human settlement","Q958"
"Q986355","Yambio","يامبيو","يامبيو","Point(28.416666666 4.566666666)","human settlement","Q958"
"Q1371016","Tonj","تونج","تونج","Point(28.68 7.28)","human settlement","Q958"
"Q3132425","Yirol","ييرول","ييرول","Point(30.51 6.56)","human settlement","Q958"
"Q1992727","Nimule","نمولي","نمولي","Point(32.06 3.6)","border town","Q958"
"Q3244848","Warrap, South Sudan","واراب","واراب","Point(28.63861111 8.08888889)","city","Q958"
"Q3132379","Pochalla","باتشيللا","باتشيللا","Point(34.1 7.18)","human settlement","Q958"
"Q1888763","Kodok","فشودة","فشودة","Point(32.116666666 9.883333333)","human settlement","Q958"
"Q1681204","Tumbura","تومبورا","تومبورا","Point(27.47 5.59)","city","Q958"
"Q530223","Akobo","اكوبو","اكوبو","Point(33.05 7.783333333)","human settlement","Q958"
"Q607336","Rumbek","رمبيك","رمبيك مدينة، رمبيك","Point(29.683333333 6.8)","human settlement","Q958"
"Q336469","Abyei","مدينة ابيي","مدينة ابيي","Point(28.436944444 9.595555555)","human settlement","Q958"
"Q3132397","Kago Kaju","كاجو كاجو","كاجو كاجو","Point(31.66 3.888055555)","city","Q958"
"Q1391631","Gondokoro","غندكرو","غندكرو","Point(31.666666666 4.9)","human settlement","Q958"
"Q276534","Wau","واو","مدينة واو، واو","Point(27.983333333 7.7)","big city","Q958"
"Q893274","Bor","بور","بور السودان، بور","Point(31.55 6.216666666)","big city","Q958"
"Q1010","Maribor","ماريبور","ماريبور","Point(15.633333333 46.55)","big city","Q215"
"Q1382","Piran","بيران","بيران","Point(13.568531066 45.527107649)","borough","Q215"
"Q15865","Domžale","دومجاله","دومدجالي، دومجاله","Point(14.6 46.133333333)","city","Q215"
"Q438","Vrhnika","فورنيكا","فورنيكا","Point(14.293611111 45.962222222)","city","Q215"
"Q15885","Kostanjevica na Krki","كوستانيويتسا نا كركي","كوستانيويتسا نا كركي","Point(15.424869 45.846325)","city","Q215"
"Q1005224","Občina Gorenja vas-Poljane","بلدية غورينيا فاس بوليان","بلدية غورينيا فاس بوليان","Point(14.05 46.083333333)","municipality of Slovenia","Q215"
"Q15854","Ajdovščina","ايدوشتشينا","ايدوشتشينا","Point(13.905237912 45.888356136)","town","Q215"
"Q15918","Slovenj Gradec","سلوفينج غرادتس","سلوفينج غرادتس","Point(15.079044398 46.509344605)","city","Q215"
"Q15899","Murska Sobota","موسكا سوبوتا","موسكا سوبوتا","Point(16.161944444 46.658611111)","city","Q215"
"Q15883","Kamnik","كامنيك","كامنيك","Point(14.609661395 46.224979812)","city","Q215"
"Q437","Ljubljana","ليوبليانا","ليوبليانا","Point(14.516666666 46.05)","capital","Q215"
"Q3445866","Lož","لوج","لوج","Point(14.468741666 45.725952777)","city","Q215"
"Q15871","Hrastnik","هراستنيك","هراستنيك","Point(15.08139 46.14611)","city","Q215"
"Q15867","Dravograd","دراوغراد","دراوغراد","Point(15.017967473 46.59004243)","border town","Q215"
"Q15908","Radeče","رادتشه","رادتشه","Point(15.172872222 46.065936111)","cultural heritage site in Slovenia","Q215"
"Q966592","Odranci","اودرانسي","اودرانسي","Point(16.283333333 46.583333333)","city","Q215"
"Q15898","Mežica","مجيستا","مجيستا","Point(14.853647 46.520581)","city","Q215"
"Q15861","Črnomelj","تشرنملي","تشرنملي","Point(15.18889 45.57111)","city","Q215"
"Q1018","Nova Gorica","نوفا جوريتسا","نوفا جوريتسا","Point(13.65 45.966666666)","town divided by border","Q215"
"Q15890","Lendava","ليندافا","ليندافا","Point(16.449885788 46.566201748)","border town","Q215"
"Q15860","Cerknica","تسركنيتسا","تسركنيتسا","Point(14.358055555 45.796388888)","city","Q215"
"Q1012","Celje","تسليه","تسليه","Point(15.264128741 46.22909194)","city","Q215"
"Q15876","Ilirska Bistrica","ايليرسكا بيتريسا","ايليرسكا بيتريسا","Point(14.249259577 45.565131677)","city","Q215"
"Q15919","Slovenske Konjice","سلوفنيسكه كونجيتسه","سلوفنيسكه كونجيتسه","Point(15.42099741 46.336214186)","town","Q215"
"Q15917","Slovenska Bistrica","سلوفينيسكا بيستريسا","سلوفينيسكا بيستريسا","Point(15.570726245 46.394136552)","city","Q215"
"Q15928","Velenje","فيلينيه","فيلينيه","Point(15.116666666 46.366666666)","city","Q215"
"Q15896","Metlika","متليكا","متليكا","Point(15.31417 45.64722)","border town","Q215"
"Q202852","Bled","بليد","بليد مدينة , بليدمدينة ، بليد","Point(14.116666666 46.366666666)","city","Q215"
"Q15926","Trebnje","تربنجه","تربنجه","Point(15.008627777 45.910377777)","city","Q215"
"Q15921","Šentjur","شينتجور","شينتجور","Point(15.397312366 46.222480742)","town","Q215"
"Q15906","Ptuj","بيتوج","بيتوج","Point(15.871388888 46.418611111)","city","Q215"
"Q15922","Škofja Loka","شكوفجا لوكا","شكوفجا لوكا","Point(14.306448281 46.16549744)","town","Q215"
"Q15911","Ravne na Koroškem","رافنه ناد كروشكيم","رافنه ناد كروشكيم","Point(14.964233333 46.543736111)","city","Q215"
"Q15853","Šempeter pri Gorici","شيمبتر بري غريتسي","شيمبتر بري غريتسي","Point(13.637778 45.928333)","border town","Q215"
"Q15875","Idrija","ايدرييا","ايدرييا","Point(14.0275 46.0025)","town","Q215"
"Q15868","Gornja Radgona","غرنيا رادغنا","غرنيا رادغنا","Point(15.988345636 46.681005313)","town divided by border","Q215"
"Q15901","Postojna","بوستوينا","بوستوجنا، بوستوينا","Point(14.21528 45.77435)","city","Q215"
"Q15915","Sevnica","سيفنيتسا","سيفنيتسا","Point(15.303888888 46.009166666)","town","Q215"
"Q5266","Novo mesto","نوفو ميتسو","نوفو ميتسو","Point(15.162777777 45.798055555)","city","Q215"
"Q15886","Krško","كرشكو","كرشكو","Point(15.492155555 45.958963888)","town","Q215"
"Q1021","Kranj","كراني","كراني","Point(14.35561 46.23887)","city","Q215"
"Q15916","Sežana","سيجانا","سيجانا","Point(13.85 45.7)","city","Q215"
"Q2527695","Vipava","فيبافا","فيبافا","Point(13.962156849 45.846272784)","city","Q215"
"Q15858","Brežice","برجيتسي","برجيتسي","Point(15.592530518 45.904443305)","city","Q215"
"Q1015","Koper","كوبر","كوبر","Point(13.7306571 45.547542728)","city","Q215"
"Q15914","Ruše","روشه","روشه","Point(15.515277777 46.538333333)","city","Q215"
"Q15877","Izola","ايزولا","ايزولا","Point(13.660405031 45.539545223)","city","Q215"
"Q15855","Bovec","بوويتش","بوويتش","Point(13.552222222 46.337777777)","city","Q215"
"Q15930","Zagorje ob Savi","زاغري اب سافي","زاغري اب سافي","Point(14.994166666 46.134166666)","city","Q215"
"Q15870","Grosuplje","غرسوبلي","غرسوبلي","Point(14.6562 45.955125)","city","Q215"
"Q631387","Žalec","جاليتس","جاليتس","Point(15.167445787 46.251564594)","town","Q215"
"Q564988","Portorož","بورتوروز","بورتوروز","Point(13.590833333 45.514166666)","town","Q215"
"Q15933","Žiri","مدينة جيري","مدينة جيري","Point(14.108283 46.046019)","town","Q215"
"Q15929","Višnja Gora","فيشينجا غرا","فيشينجا غرا","Point(14.743127564 45.953941652)","town","Q215"
"Q279490","Turnišče","تورنيتشي","تورنيتشي","Point(16.322338888 46.619377777)","human settlement","Q215"
"Q241462","Šalovci","تشالوفتسي","تشالوفتسي","Point(16.298055555 46.825)","human settlement","Q215"
"Q3618115","Kobarid","كوباريد","كوباريد","Point(13.579598515 46.24705938)","town","Q215"
"Q1292940","Laško","لاشكو","لاشكو","Point(15.238617 46.156303)","town","Q215"
"Q502361","Vanča Vas","فانتشا فاس","فانتشا فاس","Point(16.094444 46.668333)","human settlement","Q215"
"Q510040","Vransko","فرانسكو","فرانسكو","Point(14.950975997 46.243657194)","human settlement","Q215"
"Q392192","Šmartno pri Litiji","سمارتنو بري ليتييه","سمارتنو بري ليتييه","Point(14.846636 46.044083)","human settlement","Q215"
"Q394340","Žužemberk","جوجيمبيرك","جوجيمبيرك","Point(14.929179376 45.830542895)","human settlement","Q215"
"Q556112","Ponikve","فونكيب","فونكيب","Point(13.863394444 45.788038888)","cultural heritage site in Slovenia","Q215"
"Q638284","Miklavž na Dravskem Polju","ميكلافز نا درافسكيم بوليو","ميكلافز نا درافسكيم بوليو","Point(15.699167 46.505556)","human settlement","Q215"
"Q618103","Apače","اباتشه","اباتشه","Point(15.911144444 46.696694444)","human settlement","Q215"
"Q604194","Radovljica","رادوفليجيتسا","رادوفليجيتسا","Point(14.172078 46.342517)","human settlement","Q215"
"Q902314","Vaneča","فانتشا","فانتشا","Point(16.16 46.726944)","human settlement","Q215"
"Q907388","Dobrovnik","دوبروفنيك","دوبروفنيك","Point(16.347933 46.651531)","human settlement","Q215"
"Q942421","Puconci","بوكونسي","بوكونسي","Point(16.157244 46.703831)","human settlement","Q215"
"Q1012996","Kanal ob Soči","كانال اوب سوتسي","كانال اوب سوتسي","Point(13.634397683 46.085123235)","human settlement","Q215"
"Q1618499","Vanganel","فانغانل","فانغانل","Point(13.777778 45.516944)","human settlement","Q215"
"Q1809612","Vitanje","فيتانيه","فيتانيه","Point(15.295693366 46.381624902)","human settlement","Q215"
"Q1924036","Vipavski Križ","فيبافسكي كريج","فيبافسكي كريج","Point(13.8614467 45.88061735)","human settlement","Q215"
"Q1944509","Ormož","اورموش","اورموش","Point(16.150534332 46.407125458)","human settlement","Q215"
"Q1917707","Mislinja","ميسلينيا","ميسلينيا","Point(15.20027 46.44141)","human settlement","Q215"
"Q2068600","Vodice","فودايس","فودايس","Point(14.483333333 46.183333333)","human settlement","Q215"
"Q2157882","Valterski Vrh","فالترسكي فره","فالترسكي فره","Point(14.236944 46.113056)","human settlement","Q215"
"Q2400890","Studor v Bohinju","ستودر في بيهنجو","ستودر في بيهنجو","Point(13.914722 46.294722)","cultural heritage site in Slovenia","Q215"
"Q2766344","Šoštanj","شوشتانج","شوشتانج","Point(15.04861 46.38)","human settlement","Q215"
"Q2752423","Logatec","لوغانتيس","لوغانتيس","Point(14.229728 45.916703)","human settlement","Q215"
"Q3152517","Vanetina","فانتينا","فانتينا","Point(15.918611 46.574167)","human settlement","Q215"
"Q3434276","Radenci","رادنسي","رادنسي","Point(16.045 46.642778)","human settlement","Q215"
"Q4165497","Jesenice","جيسينتسي","جيسينتسي","Point(14.060172222 46.436572222)","cultural heritage site in Slovenia","Q215"
"Q3440936","Železniki","جيليزنيكي","جيليزنيكي","Point(14.155283651 46.219227429)","human settlement","Q215"
"Q3499878","Mengeš","منغز","منغز","Point(14.56803056 46.16258333)","cultural heritage site in Slovenia","Q215"
"Q3502521","Rogaška Slatina","روغاشكا سلاتينا","روغاشكا سلاتينا","Point(15.63799528 46.23151111)","human settlement","Q215"
"Q4982372","Lovrenc na Pohorju","لوفرينس نا بوهوريو","لوفرينس نا بوهوريو","Point(15.39306 46.54056)","human settlement","Q215"
"Q8011202","Trbovlje","تربوفلجه","تربوفلجه","Point(15.05333 46.155)","human settlement","Q215"
"Q8011223","Tolmin","تولمين","تولمين","Point(13.733 46.183)","human settlement","Q215"
"Q14468504","Trzin","ترزين","ترزين","Point(14.558333333 46.127777777)","human settlement","Q215"
"Q13378177","Solčava","سولتشافا","سولتشافا","Point(14.69361 46.41944)","human settlement","Q215"
"Q13377820","Ljutomer","ليوتومير","ليوتومير","Point(16.195201118 46.517832999)","human settlement","Q215"
"Q30007448","Muraszombat Ghetto","حي اليهود موسكا سوبوتا","حي اليهود موسكا سوبوتا","Point(16.166666666 46.666666666)","ghetto in Nazi-occupied Europe","Q215"
"Q167001","Municipality of Zavrč","بلدية زافرتش","بلدية زافرتش","Point(16.05 46.366666666)","second-level administrative country subdivision","Q215"
"Q79863","Tskhinvali","تسخينفالي","تسخينفالي","Point(43.970072 42.225661)","city","Q23427"
"Q12193780","Al-Manara","المنارة","المناره بيروت, منطقة المنارة، المنارة","Point(35.473416666 33.894888888)","neighborhood","Q822"
"Q3618296","Anqoun","عنقون","Ankoun, Anqoun، عنقون","Point(35.428484 33.498911)","human settlement","Q822"
"Q3327304","Mtain - Mchikha","متين","متين","Point(35.744061 33.892434)","human settlement","Q822"
"Q30622998","Aaqaybeh","عقيبة","عقيبة","Point(35.643 34.056)","village/town/city in Lebanon","Q822"
"Q12203148","Tallet Khayat","تلة الخياط","تلة الخياط","Point(35.487463 33.881521)","neighborhood","Q822"
"Q7888876","Qaa","القاع","القاع","Point(36.475555555 34.343611111)","municipality of Lebanon","Q822"
"Q26454","Baabda","بعبدا","بعبدا","Point(35.533333333 33.833333333)","municipality of Lebanon","Q822"
"Q25739","Zgharta","زغرتا","زغرتا","Point(35.893611111 34.399722222)","town","Q822"
"Q4848984","Bakaata","بقعاتا","بقعاتة عشقوت، بقعاتا","Point(35.599625 33.67037778)","city","Q822"
"Q3926508","Qlaiaa","القليعة","القليعة","Point(35.561944444 33.338888888)","municipality of Lebanon","Q822"
"Q168954","Tripoli","طرابلس","طرابلس الشام, طرابلس، لبنان، طرابلس","Point(35.834444444 34.436666666)","city","Q822"
"Q82070","Tyre","صور","صور","Point(35.2 33.266666666)","big city","Q822"
"Q26569","Zahlé","زحلة","زحلة","Point(35.907222222 33.843888888)","city","Q822"
"Q2741777","Zouk Mikael","ذوق مكايل","ذوق مكايل","Point(35.6161 33.9717)","human settlement","Q822"
"Q12200575","Bire Akkar","بيرة","بيرة","Point(36.236944444 34.588055555)","village/town/city in Lebanon","Q822"
"Q26134","Nabatieh","النبطية","النبطية التحتا, نبطية، النبطية","Point(35.483333333 33.366666666)","big city","Q822"
"Q3460427","Saadnayel","سعدنايل","سعدنايل","Point(35.882777777 33.82)","human settlement","Q822"
"Q173532","Byblos","جبيل","بيبلوس، جبيل","Point(35.65 34.116666666)","city","Q822"
"Q772068","Arabsalim","عربصاليم","عربصاليم","Point(35.51638889 33.42888889)","village/town/city in Lebanon","Q822"
"Q181167","Bsharri","بشري","بشري","Point(36.012314 34.251201)","human settlement","Q822"
"Q753812","Qana","قانا","قانا","Point(35.299167 33.209167)","municipality of Lebanon","Q822"
"Q3574872","Zaraaoun","زرعون","زرعون","Point(35.708333333 33.895833333)","human settlement","Q822"
"Q4704714","Al Rihan","الريحان","الريحان","Point(35.5675 33.444444444)","human settlement","Q822"
"Q2914745","Shatila refugee camp","مخيم شاتيلا","مخيم شاتيلا","Point(35.498380555 33.86285)","neighborhood","Q822"
"Q4120522","Jwaya","جويا، لبنان","جويا, جويا, جوية، جويا، لبنان","Point(35.33333333 33.23333333)","village/town/city in Lebanon","Q822"
"Q25906","Rayak","رياق","رياق","Point(36.009827777 33.850494444)","town","Q822"
"Q1656911","Beirut Air Base","قاعدة بيروت الجوية","قاعدة بيروت الجوية","Point(35.488333333 33.821111111)","airbase","Q822"
"Q26155","Jounieh","جونيه","جونية، جونيه","Point(35.615555555 33.969722222)","big city","Q822"
"Q52694106","Alita","عليتا","عليتا","Point(35.689166666 34.091388888)","locality","Q822"
"Q12186743","Homsiyeh","الحمصية","حمصية، الحمصية","Point(35.555555555 33.548611111)","human settlement","Q822"
"Q106849514","Mhaydse","المحيدثة","محيدثة, بكفيا - محيدثة, بكفيا المحيدثة, محيدثة-بكفيا, محيدسة، المحيدثة","Point(35.690557895 33.920253094)","village/town/city in Lebanon","Q822"
"Q6368524","Karantina","الكرنتينا","الكرنتينا","Point(35.53333333 33.9)","neighborhood","Q822"
"Q12182138","Erkay","اركي","اركي، اركي","Point(35.41666667 33.46666667)","human settlement","Q822"
"Q588860","Sabra","صبرا","مخيم صبرا، صبرا","Point(35.501691 33.87031)","neighborhood","Q822"
"Q4831725","Aytat","عيتات","عيتات","Point(35.557253 33.791607)","human settlement","Q822"
"Q163490","Sidon","صيدا","صيدون, صيداء، صيدا","Point(35.375833333 33.560555555)","big city","Q822"
"Q107699697","Mekseh","مكسة","بلدة مكسة، مكسة","Point(35.8332824 33.813313)","town","Q822"
"Q12218849","Chaat, Lebanon","شعث","شعث","Point(36.23222222 34.14166667)","town","Q822"
"Q2915324","Dahieh","ضاحية بيروت الجنوبية","الضاحية الجنوبية, الضاحية الجنوبية لمدينة بيروت, ضاحيه بيروت الجنوبيه، ضاحية بيروت الجنوبية","Point(35.508993 33.853346)","suburb","Q822"
"Q23438253","Badaro","شارع بدارو","شارع بدارو","Point(35.516666666 33.883333333)","neighborhood","Q822"
"Q2916270","Rayak Air Base","قاعدة رياق الجوية","قاعدة رياق الجوية","Point(35.990277777 33.852222222)","airbase","Q822"
"Q12185444","Jdaidet (Aakkar)","الجديدة","الجديدة","Point(36.066944444 34.533611111)","human settlement","Q822"
"Q12179373","Arzoun","ارزون","ارزون","Point(35.377222222 33.282777777)","human settlement","Q822"
"Q1585414","Daraoun - Harissa","حريصا","حريصة, حريصه, سيدة لبنان - حريصا، حريصا","Point(35.651388888 33.981111111)","human settlement","Q822"
"Q24910637","Daraya, Keserwan","داريا","داريا","Point(35.705631 33.955695)","municipality","Q822"
"Q12184382","Bourgheliyeh","البرغلية","البرغلية","Point(35.241111111 33.314722222)","human settlement","Q822"
"Q1058283","Chibtine","شبطين","شبتين، شبطين","Point(35.75166667 34.21194444)","human settlement","Q822"
"Q3421982","Rechmaya","رشميا","رشميا","Point(35.599018 33.737046)","human settlement","Q822"
"Q12184341","Bramiyeh","البرامية","برامية، البرامية","Point(35.391944444 33.574444444)","human settlement","Q822"
"Q25912","Joub Jannine","جب جنين","جب جنين","Point(35.7838 33.6263)","human settlement","Q822"
"Q7495869","Shheem","شحيم","شحيم","Point(35.485 33.624444444)","town","Q822"
"Q4849460","Bakka, Lebanon","بكا","بكا","Point(35.924442 33.593334)","human settlement","Q822"
"Q22949037","Baadarâne","بعذران","بعدران، بعذران","Point(35.61913889 33.63619444)","town","Q822"
"Q4833279","Aïn Kafar Zabad","عين كفرزبد","عين كفرزبد","Point(36.004166666 33.795833333)","human settlement","Q822"
"Q4881452","Beit Lahia","بيت لهيا","بيت لهيا","Point(35.80194444 33.48333333)","human settlement","Q822"
"Q4881385","Beirut Naval Base","قاعدة بيروت البحرية","قاعدة بيروت البحرية","Point(35.509444444 33.901666666)","naval base","Q822"
"Q2944781","Beirut Central District","وسط بيروت","وسط بيروت","Point(35.5017 33.9003)","neighborhood","Q822"
"Q26338","Aley","عاليه","عاليه","Point(35.6 33.805277777)","town","Q822"
"Q8039116","Wujah Al Hajar Air Base","قاعدة حامات الجوية","قاعدة حامات الجوية","Point(35.7 34.283333333)","airbase","Q822"
"Q178835","Baalbek","بعلبك","هيليوبوليس, مدينة الشمس, هياكل بعلبك، بعلبك","Point(36.208611111 34.006111111)","city","Q822"
"Q4753482","Andaket","عندقت","عندقت","Point(36.305 34.586666666)","human settlement","Q822"
"Q7294643","Ras Beirut","راس بيروت","راس بيروت","Point(35.46666667 33.9)","quarter","Q822"
"Q2894054","Beit Mery","بيت مري","بيت مري","Point(35.5953 33.8656)","town","Q822"
"Q3418502","Ramlieh","رملية","رملي، رملية","Point(35.650463 33.749821)","human settlement","Q822"
"Q25659","Marjayoun","مرجعيون","مرجعيون","Point(35.583333333 33.366666666)","city","Q822"
"Q3355793","Adaisseh","عديسة","العديسة, العديسه, عديسه، عديسة","Point(35.5425 33.25416667)","human settlement","Q822"
"Q25922","Amioun","اميون","اميون، اميون","Point(35.809722222 34.299444444)","town","Q822"
"Q3412499","Qmatiye","قماطية","قماطي، قماطية","Point(35.583333333 33.8)","human settlement","Q822"
"Q25914","Rashaya","راشيا","راشيا الوادي، راشيا","Point(35.845 33.501944444)","town","Q822"
"Q12230328","Fatqa","فتقا","فتقا","Point(35.66722222 34.03444444)","human settlement","Q822"
"Q3195896","Kfar Matta","كفر متى","كفر متا, كفرمتى، كفر متى","Point(35.52515 33.726767)","human settlement","Q822"
"Q12227974","Ali el Nahri","علي النهري","علي النهري","Point(36.030555555 33.858333333)","village/town/city in Lebanon","Q822"
"Q12212679","Zouq El Hassineh","ذوق الحصنية","ذوق الحصنية","Point(36.034722222 34.520833333)","human settlement","Q822"
"Q770446","Azra wa el-Azr","عزر","عزر","Point(35.709391 34.063611)","human settlement","Q822"
"Q12230552","Ferzol","فرزل","فرزل","Point(35.949722222 33.863333333)","municipality of Lebanon","Q822"
"Q12198334","Boustane","بستان","بستان","Point(35.25916667 33.10222222)","human settlement","Q822"
"Q2892606","Bdadoun","بدادون","بدادون","Point(35.561111111 33.81)","human settlement","Q822"
"Q12194682","Hlaliyeh (Saida)","الهلالية","الهلالية","Point(35.394444444 33.568611111)","village/town/city in Lebanon","Q822"
"Q3195868","Kaifun","كيفون","كيفون","Point(35.559166666 33.785277777)","municipality of Lebanon","Q822"
"Q12212408","Deir Nbouh","دير نبوح","دير نبوح","Point(35.933888888 34.371388888)","human settlement","Q822"
"Q12198281","Bezbina (Aakkar)","بزبينا","بزبينا","Point(36.195277777 34.515555555)","human settlement","Q822"
"Q12180125","Akroum","اكروم","اكروم، اكروم","Point(36.363055555 34.543888888)","municipality of Lebanon","Q822"
"Q12193904","Mansouri, Lebanon","المنصوري","المنصوري","Point(35.20944444 33.17111111)","village/town/city in Lebanon","Q822"
"Q12228837","Aaiyat","عيات","عيات","Point(36.198055555 34.535555555)","village/town/city in Lebanon","Q822"
"Q12198800","Bqerzla","بقرزلا","بقرزلا","Point(36.055555555 34.510277777)","village/town/city in Lebanon","Q822"
"Q12195564","Bab Mareaa","باب مري","باب مارع، باب مري","Point(35.680555555 33.583055555)","human settlement","Q822"
