,index,value_counts
2071,أقصراي,1
2070,الزبداني,1
2069,طرباي,1
2068,ارنبغا,1
2067,أحمان,1
2066,الوأر,1
2065,حجر السعادة,1
2064,الصوة,1
2063,قرنكرات,1
2062,توقياميس,1
2061,لتوقياميس,1
2060,كائنة الرها,1
2581,باجهور,1
2088,العاصي,1
2089,بالشغر,1
2090,التفليسي,1
2106,الناصر,1
2119,أم صلح,1
2118,ناحية,1
2117,والقراات,1
2116,خوند أم أنوك,1
2115,ك+ زل الناصري,1
2114,سرميناشتغل,1
2113,بالازيرق,1
2112,بالبحرارية,1
2111,بالطوغانية,1
2110,السرب,1
2109,بحانقيا,1
2108,حجيرا,1
2107,بالغرية,1
2105,بالخانقاه السرياقوسية,1
2091,الحمرة,1
2104,نحله,1
2103,ضفادع,1
2102,أله,1
2101,حرور,1
2100,الحبشية,1
2099,البسطامية,1
2098,حرم,1
2097,قايتاي,1
2096,ضحى,1
2095,ابن الصلاح,1
2094,البحلاق,1
2093,ابن,1
2092,السمسار,1
2186,بقلتا,1
2188,صودرا,1
2318,بالساجور,1
2286,لدوماط,1
2284,الفاء,1
2283,وطولقة,1
2282,تربة طاز,1
2281,عين بازان,1
2280,لقانة,1
2279,بالقهوقية,1
2278,الدرب الأحمر,1
2277,خجا,1
2276,الاردبيلي,1
2275,أسر,1
2274,جارقطلو,1
2273,بساجورا,1
2272,ودوركي,1
2271,جهان كير,1
2270,وارزنكان,1
2269,جهانشاه,1
2268,كنفوش,1
2267,المنجكي,1
2266,دير,1
2265,الحبوش,1
2264,غيط,1
2263,جوهر النوروزي,1
2262,مرجان,1
2261,الشمس الغماري,1
2260,بقراسقل,1
2259,يعقوب,1
2258,أم,1
2257,بالعلاقمة,1
2256,منية عامل,1
2285,عيون القصب,1
2287,منية الميرج,1
2189,وقرئت,1
2288,كرك الشوبك,1
2317,هسنا,1
2316,الثغر الNOAN,1
2315,أدارا,1
2314,ك+ نده الظفاري,1
2313,زروق,1
2312,جلوسي,1
2311,أستأنس,1
2310,توريز,1
2309,البازيار,1
2308,الجبيل,1
2307,بالمحرد,1
2306,أجناد,1
2305,دملوه,1
2304,دماص,1
2303,المتكوتمرية,1
2302,تعلل,1
2301,وقيسارية,1
2300,بلوك,1
2299,ولارندة,1
2298,الربحارية,1
2297,باعون,1
2296,القبقاب,1
2295,الاستب,1
2294,عذراء,1
2293,القلمطانية,1
2292,الطواحين,1
2291,أوقاف,1
2290,بفاقوس,1
2289,بالقزافة,1
2255,بردين,1
2254,بالمقسي,1
2253,حمام جندر,1
2252,استادارا,1
2218,النوروزي,1
2217,بابيورد,1
2216,سرور,1
2215,الماعوصة,1
2214,منعم,1
2213,وادي الآبار,1
2212,أبي عروة,1
2211,الشين,1
2210,الحرمة,1
2209,جزيرة قبرس,1
2208,حاج المحمل,1
2207,شورى,1
2206,بحصكفا,1
2205,مشال,1
2204,السنهورية,1
2203,ببيرطاز,1
2202,عجلان,1
2201,بركة قرموط,1
2200,الحارة الخاتونية,1
2199,الدواداريشبك,1
2198,وادي نخلة الشامية,1
2197,بالشجاري,1
2196,قيدان,1
2195,الركب,1
2194,الندا,1
2193,والبديرية,1
2192,ببنب,1
2191,لسكندرية,1
2190,كمشبغا الحموي,1
2220,قطلي,1
2221,دمرشاس,1
2222,كبيش,1
2238,وسلحدارا,1
2251,غمر,1
2250,بالدقهلية,1
2249,الشمام,1
2248,لتتا,1
2247,بنى غمرين,1
2246,الأعفر,1
2245,تلعفر,1
2244,درب جقمق,1
2243,بني منجا,1
2242,باب القلة,1
2241,الرستن,1
2240,الفساقي,1
2239,قزل,1
2237,خشاش,1
2223,وبيبرس,1
2236,إصفهان,1
2235,جنكزخان,1
2234,الأبواب,1
2233,صراي,1
2232,وبالقوسا,1
2231,نابلي,1
2230,قرآ باغ,1
2229,جهز,1
2228,الزلابية,1
2227,مرج دابق,1
2226,ببلغادر,1
2225,اترار,1
2224,بجماز,1
2580,آخر,1
3086,نيروز,1
2582,الزاوية الحلاوية,1
2941,منشية,1
2939,مدوكال,1
2938,ذواد,1
2937,عمره,1
2936,أم سليمان,1
2935,قماش,1
2934,الحريم,1
2933,سودون قراسقل,1
2932,الفقيه,1
2931,تحنف,1
2930,المقام,1
2929,الشركسية,1
2928,والمنجكية,1
2927,الفتنة,1
2926,تائها,1
2925,الدملوه,1
2924,الطريق الجديدة,1
2923,وكؤبنان,1
2922,الأفضلية,1
2921,غراب,1
2920,بحر المالح,1
2919,قطنا,1
2918,المحمر,1
2917,كسرياقوس,1
2916,مملكة الحصن,1
2915,الريافة,1
2914,سودون النوروزي,1
2913,سودون العجمي,1
2912,بسودون,1
2911,بقجة,1
2940,مخلاف,1
2942,خزانة شمائل,1
2974,بشرا,1
2943,برقوق,1
2972,والتكرور,1
2971,مسراتا,1
2970,باب القنطرة,1
2969,والباريني,1
2968,باب المندب,1
2967,بالزبيري,1
2966,بايج,1
2965,سودون اليشبكي,1
2964,أقطاع,1
2963,سودون الظاهري,1
2962,بقندورة,1
2961,طما,1
2960,أتأبك,1
2959,بشقن,1
2958,المرقب,1
2957,الآمرة,1
2956,المعرانة,1
2955,وخوارزم,1
2954,عراق العجم,1
2953,ومازندران,1
2952,والخشابين,1
2951,سودون قندوره,1
2950,الجمدار,1
2949,شرباش,1
2948,القرا,1
2947,س+ نقريه,1
2946,صهرد,1
2945,شقرون,1
2944,بالمسرطن,1
2910,سمور,1
2909,سودون البلاطي,1
2908,مسحرا,1
2907,سودون خجا,1
2874,بالطازية,1
2873,والخاصكية,1
2872,والقشتمرية,1
2871,والميمونية,1
2870,بالبردبكية,1
2869,الوسطي,1
2868,مأسورا,1
2867,الجوالي,1
2866,سلار,1
2865,المهدوي,1
2864,بني سلسبيل,1
2863,المناوات,1
2862,أبي,1
2861,اطمش,1
2860,الكلبرجية,1
2859,دنديل,1
2858,باب السلسلة,1
2857,بطيخ,1
2856,الراكز,1
2855,السلحدارية,1
2854,دواداره,1
2853,طوغان قيز,1
2852,للبيبرسية,1
2851,الكدرا,1
2850,المراوعة,1
2849,بزرزرا,1
2848,تمتام,1
2847,تامستا,1
2846,صحراء,1
2875,بالزنكلونية,1
2876,العصرونية,1
2877,مردان,1
2893,لدهروط,1
2906,بقراقاش,1
2905,الأبو بكري,1
2904,صافيتا,1
2903,يشبك جن,1
2902,جاندار,1
2901,الاشرفي,1
2900,دولة الأشرف,1
2899,للصالحية,1
2898,شرباص,1
2897,الهبيرة,1
2896,بوردان,1
2895,كاليكوت,1
2894,والثغرين,1
2892,بطنبذي,1
2878,وبالبشتيلية,1
2891,نيل,1
2890,بالمرشدية,1
2889,بتمرباي,1
2888,لقطيا,1
2887,بمناوهل,1
2886,البيت الحرام,1
2885,بكتمر الحاجب,1
2884,بيت الشريف,1
2883,سفط رشيد,1
2882,اتريس,1
2881,أتراك,1
2880,والزنجيلية,1
2879,باحسيتا,1
2973,بني شيبه,1
2975,حدره,1
2844,التاج,1
3072,طرفها,1
3070,الطويل,1
3069,أفيون,1
3068,الصالح,1
3067,العرب,1
3066,المزجاجة,1
3065,بيت وجيه,1
3064,منية عساس,1
3063,طقتمش,1
3062,بشتاك,1
3061,بعلجد,1
3060,والابناسية,1
3059,حوشهم,1
3058,والقراسنقورية,1
3057,تمام,1
3056,الجنة,1
3055,رازنان,1
3054,ببلادلار,1
3053,الشعر,1
3052,السويفي,1
3051,السلط,1
3050,وحبراض,1
3049,كفر الماء,1
3048,كسنباط,1
3047,البواسير,1
3046,بكتمر,1
3045,التربة الدوادارية,1
3044,الحنفية,1
3043,بتغري,1
3042,المالقي,1
3071,خلة,1
3073,سابوري,1
2976,الرطيلي,1
3074,اليمنة,1
3103,سنيات,1
3102,وكاليكوت,1
3101,منية سمنود,1
3100,والسيفية,1
3099,المعلى,1
3098,المظفرية,1
3097,المجلد,1
3096,زاده,1
3095,النزاع,1
3094,بطوس,1
3093,الحرير,1
3092,أهلكناها,1
3091,بسمدسية,1
3090,خندق المطرية,1
3089,خازنة,1
3088,حرير,1
3087,بالكعكيين,1
2058,العشير,1
3085,النصرانية,1
3084,البحري,1
3083,وبالاشرفية,1
3082,الشافعي,1
3081,المرادنيين,1
3080,السباغين,1
3079,فيروز,1
3078,طب,1
3077,سوق الغنم,1
3076,الجمالية اليوسفية,1
3075,الميراث,1
3041,والمراغي,1
3040,بالعاشورية,1
3039,أباريق,1
3038,ارزنجان,1
3005,ساحل,1
3004,نبتيت,1
3003,المنستير,1
3002,قسطنينة,1
3001,السروجين,1
3000,درب القطبية,1
2999,تكتيب,1
2998,الحجازي,1
2997,الماليكة,1
2996,الدكة,1
2995,البكحري,1
2994,المملكتين,1
2993,نمسوية,1
2992,بنستورة,1
2991,بالقرندلية,1
2990,بالقحماسية,1
2989,كالكوط,1
2988,الساقية,1
2987,نخيلا,1
2986,تربة بني فهد,1
2985,بالرحمانية,1
2984,بالشرجة,1
2983,نكتا,1
2982,تربة الأشرف,1
2981,بشيشين,1
2980,وبشبيش,1
2979,بالقليجية,1
2978,بنى تميم,1
2977,شأوه,1
3006,السرداب,1
3007,علو,1
3008,البهنسة,1
3024,بيزيد,1
3037,العمائر,1
3036,درب النيدي,1
3035,لبجيلة,1
3034,قويق,1
3033,بالمظفرية,1
3032,زندقة,1
3031,والاتابكية,1
3030,شنين,1
3029,بابرقوه,1
3028,بالحسامية,1
3027,بالمزرق,1
3026,المسعى,1
3025,غوطة دمشق,1
3023,بكرة,1
3009,الفرنوي,1
3022,تربة القطان,1
3021,باللاحية,1
3020,بكالكوت,1
3019,الملاح,1
3018,بكلبرجه,1
3017,بالبدرية اللطيفية,1
3016,وبالشحر,1
3015,حوث,1
3014,ضم,1
3013,عبس,1
3012,الشريفية البهائية,1
3011,بالقشتمرية,1
3010,الوادياشي,1
2845,وبانبابة,1
2843,عازب,1
2583,بداريا,1
2679,بالصر,1
2677,العتيقة,1
2676,المجدية,1
2675,القاري,1
2674,للخانقاه,1
2673,دجلة,1
2672,الشعب الأقصى,1
2671,الغرق,1
2670,مرج الدحداح,1
2669,العدول,1
2668,إستنبول,1
2667,بني حسون,1
2666,ششين الكوم,1
2665,لششين الكوم,1
2664,قعيقعان,1
2663,بالمهجم,1
2662,دورا,1
2661,حوش الأشرف,1
2660,ولوشا,1
2659,قبرص,1
2658,طبنا,1
2657,جرير,1
2656,لطنتدا,1
2655,همام,1
2654,قبجاق,1
2653,طرخان,1
2652,دشت,1
2651,توقات,1
2650,بنطوبس الرمان,1
2649,المزاحمتين,1
2678,قطنه,1
2680,الخرق,1
2712,قبقاب,1
2681,البندقدارية,1
2710,وادي الصفراء,1
2709,حومة هراة,1
2708,باب شبيكة,1
2707,فعوجل,1
2706,تجرد,1
2705,ببرسباي,1
2704,بنفشا,1
2703,برج إسكندرية,1
2702,ومنطاش,1
2701,والبدرية,1
2700,ردوس,1
2699,باب الدريبة,1
2698,قشط,1
2697,عصارة,1
2696,العلاقمة,1
2695,هرا,1
2694,وادي أبي عروة,1
2693,جبينه,1
2692,بالبهرمس,1
2691,بشبرا الخيمة,1
2690,تنبوك,1
2689,الهلالية,1
2688,الأربعين,1
2687,أقفاص,1
2686,البرددارية,1
2685,الربة,1
2684,لجويم,1
2683,بجويم,1
2682,حطه,1
2648,بالميراستان,1
2647,السيوفيين,1
2646,الفاقوسي,1
2645,معلاتها,1
2612,بركة جناق,1
2611,النجم العيني,1
2610,المتبولي,1
2609,بني سرح,1
2608,الخاء,1
2607,المفرانة,1
2606,جبن,1
2605,كافور,1
2604,فاسكور,1
2603,القبة البيبرسية,1
2602,بالجيهية,1
2601,القرا س+ نقريه,1
2600,بالصارمية,1
2599,المظهرة الناصرية,1
2598,الشادبختية,1
2597,بيت هبا,1
2596,الحلبية,1
2595,الألفيتين,1
2594,شوال,1
2593,منية بنى سلسيل,1
2592,تمول,1
2591,درب التوريزي,1
2590,التربة الدوادرية,1
2589,الدولة الNOAN,1
2588,البسطامي,1
2587,منية الذيبة,1
2586,بجروان,1
2585,ك+ زبيد,1
2584,لبليبسة,1
2613,بريحا,1
2614,بالحجاري,1
2615,جوس,1
2631,جب,1
2644,بيت نوروز,1
2643,الأبو,1
2642,العرابة,1
2641,بهيت,1
2640,رمة,1
2639,أسها,1
2638,بالبهوتي,1
2637,ديمة,1
2636,ابلستين,1
2635,أرز,1
2634,قرآ يلوك,1
2633,ك+ البرقة,1
2632,ببلطيم,1
2630,والفاضلية,1
2616,الآخرة,1
2629,باورمة,1
2628,الانحدار,1
2627,أرض عجلون,1
2626,الداوردية,1
2625,أسا,1
2624,آب الوزير,1
2623,رنه,1
2622,أمة,1
2621,بدنبي,1
2620,ملوية,1
2619,القرم,1
2618,باشة,1
2617,المذكور,1
2711,البسلقون,1
2713,بحيس,1
2842,اشمون الرمان,1
2810,آبائه,1
2808,اربس,1
2807,والدوادار,1
2806,ديار,1
2805,بعرمقزدربل,1
2804,الجامع,1
2803,بدولات,1
2802,إد,1
2801,الأخيلة,1
2800,عداس,1
2799,بفاءين,1
2798,أندلسيا,1
2797,بلبلس,1
2796,أمن سهل,1
2795,الحسانية,1
2794,ساحل مور,1
2793,أيدي,1
2792,بدسوق,1
2791,دسوق,1
2790,السوق,1
2789,بنفيا,1
2788,بالشاغور,1
2787,السنجاب,1
2786,رباطهم,1
2785,سواحان,1
2784,ونيست,1
2783,بهست,1
2782,باللامية,1
2781,زعفران,1
2780,لوط,1
2809,والخروبية البدرية,1
2811,بالبديرية,1
2714,ودهتورة,1
2812,بنوي,1
2841,مهملات,1
2840,منية حديد,1
2839,رساع,1
2838,والجانبكية,1
2837,الكداشين,1
2836,العصياتي,1
2835,بيسوس,1
2834,طرآ,1
2833,تل بسطه,1
2832,مزورة,1
2831,العباس,1
2830,الناصريتين,1
2829,بفيشا الحمراء,1
2828,بالكلبرجية,1
2827,ديماس,1
2826,بالاسطا,1
2825,دار التفاح,1
2824,الامشاطي,1
2823,قبة النصر,1
2822,الساكن,1
2821,صرد,1
2820,بجلجوليا,1
2819,الجلال,1
2818,الجميش,1
2817,مهملة,1
2816,سوق طيلان,1
2815,خانكاه,1
2814,العبي,1
2813,رأس حارة,1
2779,قلعة المرية,1
2778,الإسطبل السلطاني,1
2777,الموز,1
2776,كسر,1
2743,االصاحب,1
2742,المزدلفة,1
2741,الاشتغال,1
2740,بطنبدا,1
2739,للزردخاناه,1
2738,مشارفه,1
2737,سويقه اللالا,1
2736,القشاشين,1
2735,الرونق البهج,1
2734,الجزيرة الوسطانية,1
2733,وطنبدا,1
2732,وادكو,1
2731,الغنائم,1
2730,البشمقدار,1
2729,لتمربغا,1
2728,دهروط,1
2727,ببيبرس,1
2726,باب سعادة,1
2725,الوزيرية,1
2724,بمعجمتين,1
2723,بمشتول الطواحين,1
2722,بنبتيت,1
2721,اطلاب,1
2720,خليجان,1
2719,إسكندر,1
2718,الأسوار,1
2717,ماجن,1
2716,أبيات,1
2715,حسين,1
2744,خازنداريته,1
2745,أمان,1
2746,بالريدانية,1
2762,أبنائي,1
2775,بلفيا,1
2774,ببابزيا,1
2773,بقابروص,1
2772,القزازين,1
2771,بالجعبري,1
2770,اللؤلؤة,1
2769,السنبكية,1
2768,ابن شقير,1
2767,فرجان,1
2766,راضي,1
2765,بسطه,1
2764,المنكب,1
2763,بالقلصاوي,1
2761,بالبتنون,1
2747,جركسي,1
2760,البادرية,1
2759,الإعادة,1
2758,الباسطية,1
2757,بالمراغة,1
2756,حفيته,1
2755,والزمامية,1
2754,قبة البيبرسية,1
2753,الاشرفة,1
2752,زموطيا,1
2751,الهرموز,1
2750,القصاعية,1
2749,بالدوادار,1
2748,رمش,1
2059,طوخا,1
1552,سرار,1
2057,الآبار,1
1369,بفلبوي,1
1367,ابمدة,1
1366,بلاد الدست,1
1365,ببنمسوية,1
1364,الجامبكية,1
1363,بالكفير,1
1362,والصارمية,1
1361,وبجاية,1
1360,بابشويه,1
1359,بربرا,1
1358,بالبراقية,1
1357,بحر,1
1356,لامو العنبر,1
1355,الغزالية,1
1354,والزبداني,1
1353,نجية,1
1352,رمضا,1
1351,والبادرائية,1
1350,والمحالبية,1
1349,كالياقوتية,1
1348,زبيدة,1
1347,وصالحيتها,1
1346,بار,1
1345,الفيل,1
1344,بعمريط,1
1343,بني جماعة,1
1342,المهحم,1
1341,طنبذا,1
1340,وبالجانبكية,1
1339,قنطر السباع,1
1368,للصغاني,1
1370,بحارو,1
1402,بالاجايز,1
1371,ببكيبكة,1
1400,رباطا,1
1399,المحرق,1
1398,بييغاروس,1
1397,بالطيلونية,1
1396,باحسبتا,1
1395,الشمسية,1
1394,ذي,1
1393,أنس,1
1392,بالبردان,1
1391,البلقيني,1
1390,بالطارمية,1
1389,بعلك,1
1388,القاسمية,1
1387,محج,1
1386,بخاناة,1
1385,صلاحية المقدس,1
1384,أملاق,1
1383,أدنى,1
1382,لامو,1
1381,للزيدونية,1
1380,مقدشوه,1
1379,التربة الظاهرية,1
1378,البوتيجي,1
1377,طبر,1
1376,خندق,1
1375,بني سميع,1
1374,بدوينة,1
1373,الحانوت,1
1372,بالجندار,1
1338,أصالة,1
1337,الموصلي,1
1336,الجوهرية,1
1335,اتابكيا,1
1302,الدواخل,1
1301,مرستان,1
1300,الطنبذية,1
1299,السيوفية,1
1298,بالنخالين,1
1297,هامدة,1
1296,صليبه,1
1295,تربة الاوجاقي,1
1294,بالقوصية,1
1293,الجبلة,1
1292,لسيواس,1
1291,البرمون,1
1290,مكة أوائل,1
1289,خبأن,1
1288,الهرامزة,1
1287,بطنبد,1
1286,بسولة,1
1285,والخانكاه,1
1284,وباشموم,1
1283,بالزبداني,1
1282,الجفان,1
1281,بالمويلحة,1
1280,صفيه,1
1279,دكالة,1
1278,الفاخوري,1
1277,والمرتاحية,1
1276,مضان,1
1275,والعادلية,1
1274,بطنا,1
1303,مفتوحات,1
1304,وبيشة,1
1305,لخميا,1
1321,التفليسى,1
1334,إقليم,1
1333,التحريك,1
1332,تربة الست,1
1331,مكناس,1
1330,بقعيقعان,1
1329,والقرافتين,1
1328,الشاعم,1
1327,التربة الشاذلية,1
1326,رحبة الايدمري,1
1325,الفرع,1
1324,ك+ حمص,1
1323,الرشا,1
1322,باب الزهومة,1
1320,بتشن,1
1306,التربة السعيدية,1
1319,بابك,1
1318,بمنشية,1
1317,الكدراء,1
1316,بالخشابية,1
1315,القحمة,1
1314,القطانين,1
1313,بالعلائية,1
1312,بكلبرجة,1
1311,البلاطنسي,1
1310,صثفر,1
1309,الشقراطسية,1
1308,ترسه,1
1307,البأس,1
1401,سبيلين,1
1403,الزعازع,1
1272,الجوجري,1
1500,بالحلفاويين,1
1498,القباب,1
1497,أقام,1
1496,قباب,1
1495,الشوكة,1
1494,طرابس,1
1493,والقرافي,1
1492,رغبة الجلال,1
1491,وادي عنتر,1
1490,أبا فارس,1
1489,رفد,1
1488,بالاقصرائي,1
1487,آبهة,1
1486,ريبه,1
1485,الرجعة,1
1484,قيزطوغان,1
1483,بالقيمرية,1
1482,الزيتون,1
1481,بدجوة,1
1480,شبين القصر,1
1479,أتريب,1
1478,قجا السلحدار,1
1477,بلارندة,1
1476,بارزنجان,1
1475,بخنية,1
1474,جنينه,1
1473,لططر,1
1472,بالعادلية,1
1471,بططر,1
1470,قطج,1
1499,الكلبكية,1
1501,طحورية,1
1404,المنكو,1
1502,بشارمساح,1
1531,بني الأمانة,1
1530,الدعدع,1
1529,بالكرماني,1
1528,وادي ينبوع,1
1527,دار منجك اليوسفي,1
1526,الجماديين,1
1525,سنان,1
1524,الشامية الجوانية,1
1523,الطوالع,1
1522,باستادار,1
1521,العربية,1
1520,بتيزين,1
1519,لهانة,1
1518,جبل البقاع العزيزي,1
1517,وباحسيتا,1
1516,البحر الأخضر,1
1515,بالمزاز,1
1514,التتار,1
1513,الزاوية الحمراء,1
1512,الحاجب,1
1511,بلطا,1
1510,ببلطا,1
1509,الأشرف الدوادارية,1
1508,الاجايز,1
1507,جرجة,1
1506,أحمد,1
1505,المقشرة,1
1504,قلعة صفد,1
1503,خرت برت,1
1469,سلطنة الأشرف,1
1468,التجاريد,1
1467,القرين,1
1466,باب سر,1
1433,تجده,1
1432,بادية,1
1431,عين جالوت,1
1430,بقاسيون,1
1429,باطرابلس,1
1428,طنجة,1
1427,باخميم,1
1426,السمكر,1
1425,الطواشي,1
1424,بقينبر,1
1423,رباط العز,1
1422,الطب,1
1421,بتتامن,1
1420,الحسين,1
1419,كفر طاب,1
1418,الصوفية,1
1417,اسندرية,1
1416,بالحزامية,1
1415,ملوي,1
1414,خازندار,1
1413,دير كوش,1
1412,تمامها,1
1411,بجوبر,1
1410,بكختار,1
1409,الشمس بن شبيب,1
1408,والامجدية,1
1407,والعذراوية,1
1406,الخيال,1
1405,جوارش,1
1434,اقرنصا,1
1435,رصافي,1
1436,السلجوقية,1
1452,وبالتنكزية,1
1465,بيت تمربغا,1
1464,للسميساطية,1
1463,بركة الحبش,1
1462,قرتيا,1
1461,الباب الشرقي,1
1460,بالسرورية,1
1459,صلحاء,1
1458,البرفقاسي,1
1457,مروهم,1
1456,ابن النبيه,1
1455,كوكب الحبشية,1
1454,الشارع,1
1453,بتمراز,1
1451,زاوية الأعاجم,1
1437,إمساك,1
1450,باب بني شيبه,1
1449,بالكاشور,1
1448,بتاذل,1
1447,حلفا,1
1446,حيش,1
1445,هرون,1
1444,بيت حسين,1
1443,بجبانير,1
1442,زيلع,1
1441,الوادي أشي,1
1440,الطنبدية,1
1439,خان الخليل,1
1438,القرمانية,1
1273,ك+ تامة,1
1271,باب الفراديس الشرقي,1
2056,اليربوع,1
1107,خراشيا,1
1105,هدة,1
1104,بالكافوري,1
1103,زقاق الحجر,1
1102,المناوي,1
1101,جزيرة أروي,1
1100,الزاب,1
1099,ببارنبارة,1
1098,هادر المعزي,1
1097,مزار,1
1096,شاطئ,1
1095,عقير,1
1094,كيلان,1
1093,الليل,1
1092,خازنا,1
1091,لمندوة,1
1090,الحلي,1
1089,الحلاوى,1
1088,لقشتيل,1
1087,ابام أبيه,1
1086,باشموم طناح,1
1085,بنى عطية الدنجاوي,1
1084,بالاهناسية,1
1083,سويقه المنصوري,1
1082,جامع الصالح,1
1081,كنبوش,1
1080,خان الأرنبية,1
1079,مكة قرآ,1
1078,الصيرامي,1
1077,بسندبسط,1
1106,قلطماي,1
1108,المسجد,1
1140,القاهر,1
1109,بندر الينبوع,1
1138,شختورا,1
1137,الزكاة,1
1136,جدار,1
1135,سوله,1
1134,ببشبيش,1
1133,باب اللوق,1
1132,الراء,1
1131,بيتهم,1
1130,بهمدان,1
1129,بيسق,1
1128,كالبرلس,1
1127,الاقرم,1
1126,الفارعة,1
1125,أربة,1
1124,سمرقندر,1
1123,جبا,1
1122,بنى سلسيل,1
1121,ببارنبار,1
1120,بطيلان,1
1119,لواثا,1
1118,البحر الصغير,1
1117,بيت عامر,1
1116,بالبيسير,1
1115,العطائي,1
1114,فأل,1
1113,خلوة علو,1
1112,بنشيل,1
1111,خدود,1
1110,تقريا,1
1076,والعشقتمرية,1
1075,شق الثعبان,1
1074,خربه روحاء,1
1073,وقرماس الرماح,1
1040,صرامة,1
1039,توكة,1
1038,قطلو,1
1037,أم القرا,1
1036,بالديلمية,1
1035,بني عليبة,1
1034,ببسيون,1
1033,آخر المحرم,1
1032,حرين,1
1031,بالصاحبية,1
1030,قجاجق,1
1029,بنى جماعة,1
1028,وسنباط,1
1027,تربة الاسنائي,1
1026,الخرنفش,1
1025,والازكوجية,1
1024,الجزازين,1
1023,خشخاشة,1
1022,الشربخاناة,1
1021,اشكندرية,1
1020,قلعة النجا,1
1019,بركة الناصري,1
1018,درهمين,1
1017,عصفر,1
1016,قانباك,1
1015,أم السلطان,1
1014,المدينة الشريفة,1
1013,هتاك,1
1012,بالادكاوي,1
1041,الحاكمي,1
1042,رمصان,1
1043,بيابة,1
1059,سويقه الريش,1
1072,اقسنقر,1
1071,تريز,1
1070,والارغونية,1
1069,باربس,1
1068,ك+ الولد,1
1067,المنبجية,1
1066,ك+ الأزبكية,1
1065,العقبة الصغرى,1
1064,بالوراريق,1
1063,بتريم,1
1062,وبلار,1
1061,للمؤيدية,1
1060,الخوافي,1
1058,ك+ كريم,1
1044,قرقماس الجلب,1
1057,رخ,1
1056,بقرقماس أهرام ضاغ,1
1055,دار البطيخ,1
1054,عراق العرب,1
1053,للاتابكية,1
1052,تجريده,1
1051,صرق,1
1050,الجبيل الصغير,1
1049,بالسخاوى,1
1048,سبط الشمس القليوبي,1
1047,التربة البيبرسية,1
1046,الشيح,1
1045,بالبدرشي,1
1139,بالبندقانيبن,1
1141,والعمادية,1
1270,تربة الناعورة,1
1238,بالصردي,1
1236,باب التوتة,1
1235,الجزرية,1
1234,بالجردكية,1
1233,العتاب,1
1232,درب السلسلة,1
1231,لازمور,1
1230,الصالحية النجمية,1
1229,العناية,1
1228,بالبسطيين,1
1227,غدفكان,1
1226,بككجة كي,1
1225,البسط,1
1224,صروخان,1
1223,الخلاعة,1
1222,الذروة,1
1221,طغز,1
1220,ابن جوشن,1
1219,أرض,1
1218,الأسمطة,1
1217,زماننا,1
1216,والخطارة,1
1215,الخيول,1
1214,أم دينار,1
1213,لمنوف,1
1212,وجبرين,1
1211,كانبابة,1
1210,طن مر,1
1209,بالخانقاة البيبرسية,1
1208,بقوزي,1
1237,حوش السعيدية,1
1239,ثروان,1
1142,بهائم,1
1240,بلقانه,1
1269,طه,1
1268,بيت هيأ,1
1267,انباس,1
1266,باب بزاعا,1
1265,شاطئ الفرات,1
1264,خوزي,1
1263,وبالحدادية,1
1262,جبله,1
1261,السباع,1
1260,للبيسرية,1
1259,المرسينة,1
1258,سلومد,1
1257,بهنسا,1
1256,بدنجية,1
1255,عنبا,1
1254,بالمعلاء,1
1253,الحصيب,1
1252,منية العامل,1
1251,بمرصفا,1
1250,زكريا,1
1249,تلمسين,1
1248,بالصلاخية,1
1247,الشرق,1
1246,دمدمكي,1
1245,سويقه اللبن,1
1244,درب طاز,1
1243,ترخم,1
1242,درب قراجا,1
1241,بصرخد,1
1207,بكتمر الساقي,1
1206,وفارسكورود,1
1205,الخارندار,1
1204,والمجدل,1
1171,الحطى,1
1170,جبره,1
1169,اندراس,1
1168,بالخانقاة الزمامية,1
1167,لدابول,1
1166,ببلاطنس,1
1165,والجرومية,1
1164,ابن دن,1
1163,لواثة,1
1162,بد,1
1161,بقراجا,1
1160,لجناج,1
1159,جيمين,1
1158,نوادر,1
1157,الناعورة,1
1156,النجرارية,1
1155,بر العجم,1
1154,بين,1
1153,الفالج,1
1152,بالبدرية الخروبية,1
1151,الحلاوية النورية,1
1150,بكلمش,1
1149,الكوم,1
1148,وبالفيروزية,1
1147,شيلاو,1
1146,لهيه,1
1145,الغور الشامي,1
1144,برصة,1
1143,النجابة,1
1172,دقات,1
1173,الشطرنج,1
1174,بطندتا,1
1190,زبد,1
1203,والخانقاه,1
1202,بالقرا,1
1201,غار ثور,1
1200,الأثرون,1
1199,حمأ,1
1198,الحناء,1
1197,بيت القدس,1
1196,ولولسمع,1
1195,وسرياقوس,1
1194,الشلام,1
1193,بجبرت,1
1192,ريحان,1
1191,القناطر,1
1189,الذهوب,1
1175,بصري,1
1188,والمزبر,1
1187,باسعرد,1
1186,الوظائف,1
1185,بالابناسي,1
1184,الظهران,1
1183,دير الخليل,1
1182,موطأ,1
1181,نابت,1
1180,سخنام,1
1179,بجرجرمن,1
1178,المنحنى,1
1177,قرموط,1
1176,استيوم,1
1532,البالسية,1
1533,طوغان,1
1534,باسطية,1
1893,تجريده سوار,1
1891,نادر,1
1890,بماهان,1
1889,بالمرستان,1
1888,النورية,1
1887,رويان,1
1886,ينبغ,1
1885,دير حسان,1
1884,عقربا,1
1883,باليعقوبة,1
1882,بمرسيفون,1
