,volume,volume,percent
1,7,1012,0.00691699604743083
2,1094,1319,0.8294162244124337
3,1163,1341,0.8672632363907532
4,926,1031,0.8981571290009699
5,1,1206,0.0008291873963515755
6,9,1201,0.00749375520399667
7,1,632,0.0015822784810126582
8,9,804,0.011194029850746268
9,668,739,0.9039242219215156
10,1232,1382,0.8914616497829233
11,674,2721,0.24770305034913634
12,1085,1281,0.8469945355191257
