,"book_id","page_openiti","page_shamela","text_nt_openiti","text_nt_shamela","similarity_score"
8546,9,2,2,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'ابراهيم', 'بن', 'محمد', 'الفاسي', 'الشيخ', 'هبة', '.', 'مات', 'سنة', 'ثمان', 'وستين', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'ابراهيم', 'بن', 'محمد', 'الفاسي', 'الشيخ', 'هبة', '.', 'مات', 'سنة', 'ثمان', 'وستين', '.']",100
8547,10,2,2,"['محمد', 'بن', 'الشمس', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'حسن', 'المسيري', 'الاصل', 'المكي', 'الماضي', 'ابوه', '.', 'قرا', 'في', 'القران', 'وكفلته', 'امه', 'بعد', 'ابيه', 'وسمع', 'منى', 'بمكة', 'في', 'سنة', 'ست', 'وثمانين', 'وبعدها', '.']","['محمد', 'بن', 'الشمس', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'حسن', 'المسيري', 'الاصل', 'المكي', 'الماضي', 'ابوه', '.', 'قرا', 'في', 'القران', 'وكفلته', 'امه', 'بعد', 'ابيه', 'وسمع', 'منى', 'بمكة', 'في', 'سنة', 'ست', 'وثمانين', 'وبعدها', '.']",100
8548,11,2,2,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'صلح', 'بن', 'احمد', 'الصيداوي', 'الرفاعي', 'ويعرف', 'بابن', 'شيخ', 'الرميلة', '.', 'ممن', 'سمع', 'مني']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'صلح', 'بن', 'احمد', 'الصيداوي', 'الرفاعي', 'ويعرف', 'بابن', 'شيخ', 'الرميلة', '.', 'ممن', 'سمع', 'مني']",100
8549,12,2,2,"['محمد', 'بن', 'الجمال', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'الضياء', 'محمد', 'بن', 'التقي', 'عمر', 'بن', 'محمد', 'بن', 'عمر', 'بن', 'الحسن', 'بن', 'عبد', 'الله', 'بن', 'احمد', 'بن', 'ميمون', 'القيسي', 'القسطلاني', 'المكي', 'المالكي', '،', 'امه', 'سعدى', 'المغربية', 'مستولدة', 'الشهاب', 'بن', 'ظهيرة', 'ام', 'ولده', 'ابي', 'عبد', 'الله', '.', 'سمع', 'في', 'سنة', 'ثلاث', 'وتسعين', 'وسبعمائة', 'من', 'فاطمة', 'ابنة', 'احمد', 'بن', 'قاسم', 'الحرازي', 'بعض', 'المصابيح', '،', 'واجاز', 'له', 'في', 'سنة', 'ثمان', 'وثمانين', 'النشاوري', 'وابن', 'الميلق', 'والعراقي', 'والهيثمي', 'والابناسي', 'واخرون', '.', 'مات', 'بمكة', 'قبل', 'الثلاثين', 'بعسر', 'البول', 'والحصى', 'مع', 'معالجته', 'بانواع', '.']","['محمد', 'بن', 'الجمال', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'الضياء', 'محمد', 'بن', 'التقي', 'عمر', 'بن', 'محمد', 'بن', 'عمر', 'بن', 'الحسن', 'بن', 'عبد', 'الله', 'بن', 'احمد', 'بن', 'ميمون', 'القيسي', 'القسطلاني', 'المكي', 'المالكي', '،', 'امه', 'سعدى', 'المغربية', 'مستولدة', 'الشهاب', 'بن', 'ظهيرة', 'ام', 'ولده', 'ابي', 'عبد', 'الله', '.', 'سمع', 'في', 'سنة', 'ثلاث', 'وتسعين', 'وسبعمائة', 'من', 'فاطمة', 'ابنة', 'احمد', 'بن', 'قاسم', 'الحرازي', 'بعض', 'المصابيح', '،', 'واجاز', 'له', 'في', 'سنة', 'ثمان', 'وثمانين', 'النشاوري', 'وابن', 'الميلق', 'والعراقي', 'والهيثمي', 'والابناسي', 'واخرون', '.', 'مات', 'بمكة', 'قبل', 'الثلاثين', 'بعسر', 'البول', 'والحصى', 'مع', 'معالجته', 'بانواع', '.']",99.9999999999998
8550,13,2,2,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'المحب', 'بن', 'الشمس', 'البكري', 'القاهري', 'الشافعي', 'السعودي', 'الماضي', 'ابوه', 'ويعرف', 'بابن', 'العطار', '.', 'اشتغل', 'وبرع', 'في', 'الميقات', 'والفرائض', 'والحساب', 'واخذ', 'عنه', 'غير', 'واحد', '،', 'وتكسب', 'كابيه', 'بالشهادة', 'عند', 'حوض', 'ابن', 'هنس', 'ثم', 'كتب', 'باخرة', 'في', 'ديوان', 'المواريث', 'الحشرية', 'ولم', 'يحصل', 'على', 'طائل', '.', 'مات', 'قريب', 'الثمانين', 'فيما', 'اظن', 'عن', 'بضع', 'وخمسين', 'رحمه', 'الله', 'وايانا', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'المحب', 'بن', 'الشمس', 'البكري', 'القاهري', 'الشافعي', 'السعودي', 'الماضي', 'ابوه', 'ويعرف', 'بابن', 'العطار', '.', 'اشتغل', 'وبرع', 'في', 'الميقات', 'والفرائض', 'والحساب', 'واخذ', 'عنه', 'غير', 'واحد', '،', 'وتكسب', 'كابيه', 'بالشهادة', 'عند', 'حوض', 'ابن', 'هنس', 'ثم', 'كتب', 'باخرة', 'في', 'ديوان', 'المواريث', 'الحشرية', 'ولم', 'يحصل', 'على', 'طائل', '.', 'مات', 'قريب', 'الثمانين', 'فيما', 'اظن', 'عن', 'بضع', 'وخمسين', 'رحمه', 'الله', 'وايانا', '.']",100
8551,14,2,2,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'اسماعيل', 'بن', 'داود', 'الصدر', 'بن', 'الشمس', 'بن', 'الشهاب', 'الرومي', 'القاهري', 'الحنفي', 'والد', 'الصدر', 'محمد', 'الاتي', '،', 'وسمي', 'شيخنا', 'والده', 'عبد', 'الله', 'وهو', 'سهوبل', 'عبد', 'الله', 'اخ', 'لصاحب', 'الترجمة', '،', 'قال', 'شيخنا', 'في', 'انبائه', ':', 'ناب', 'في', 'الحكم', 'وكان', 'حسن', 'التودد', 'ويتعمم', 'دائما', 'على', 'اذنيه', '.', 'مات', 'سنة', 'خمس', 'وعشرين', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'اسمعيل', 'بن', 'داود', 'الصدر', 'بن', 'الشمس', 'بن', 'الشهاب', 'الرومي', 'القاهري', 'الحنفي', 'والد', 'الصدر', 'محمد', 'الاتي', '،', 'وسمي', 'شيخنا', 'والده', 'عبد', 'الله', 'وهو', 'سهوبل', 'عبد', 'الله', 'اخ', 'لصاحب', 'الترجمة', '،', 'قال', 'شيخنا', 'في', 'انبائه', ':', 'ناب', 'في', 'الحكم', 'وكان', 'حسن', 'التودد', 'ويتعمم', 'دائما', 'على', 'اذنيه', '.', 'مات', 'سنة', 'خمس', 'وعشرين', '.']",98.1818181818184
8552,15,2,2,"['محمد', 'تقي', 'الدين', 'اخو', 'الذي', 'قبله', 'ويعرف', 'كسلفه', 'بابن', 'الرومي', '.']","['محمد', 'تقي', 'الدين', 'اخو', 'الذي', 'قبله', 'ويعرف', 'كسلفه', 'بابن', 'الرومي', '.']",100
8553,16,2,2,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'ابي', 'بكر', 'بن', 'رسلان', 'البدر', 'ابو', 'السعادات', 'بن', 'اوحد', 'الدين', 'بن', 'العجيمي', 'البلقيني', 'الاصل', 'الماضي', 'ابوه', 'وجده', '.', 'ولد', 'بالمحلة', 'ونشا', 'بها', 'فحفظ', 'القران', 'وكتبا', '،', 'وعرض', 'على', 'جماعة', 'كالامين', 'الاقصرائي', 'والعز', 'الحنبلي', 'واستقل', 'بعد', 'ابيه', 'بقضاء', 'المحلة', 'مع', 'صغر', 'سنه', 'وخلوه', 'ثم', 'صرف', 'بابن', 'ابي', 'عبيد', 'وقتا', 'وعاد', 'على', 'مال', 'مقرر', 'بحملة', 'وكانت', 'سيرته', 'في', 'العود', 'اشبه', 'منها', 'قبله', 'فيما', 'قيل', 'ثم', 'بلغني', 'عنه', 'كائنة', 'قبيحة', 'في', 'سنة', 'ثمان', 'وتسعين', 'رسم', 'عليه', 'بسببها', 'على', 'مال', 'وقيل', 'انها', 'مفتعلة', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'ابي', 'بكر', 'بن', 'رسلان', 'البدر', 'ابو', 'السعادات', 'بن', 'اوحد', 'الدين', 'بن', 'العجيمي', 'البلقيني', 'الاصل', 'الماضي', 'ابوه', 'وجده', '.', 'ولد', 'بالمحلة', 'ونشا', 'بها', 'فحفظ', 'القران', 'وكتبا', '،', 'وعرض', 'على', 'جماعة', 'كالامين', 'الاقصرائي', 'والعز', 'الحنبلي', 'واستقل', 'بعد', 'ابيه', 'بقضاء', 'المحلة', 'مع', 'صغر', 'سنه', 'وخلوه', 'ثم', 'صرف', 'بابن', 'ابي', 'عبيد', 'وقتا', 'وعاد', 'على', 'مال', 'مقرر', 'بحملة', 'وكانت', 'سيرته', 'في', 'العود', 'اشبه', 'منها', 'قبله', 'فيما', 'قيل', 'ثم', 'بلغني', 'عنه', 'كائنة', 'قبيحة', 'في', 'سنة', 'ثمان', 'وتسعين', 'رسم', 'عليه', 'بسببها', 'على', 'مال', 'وقيل', 'انها', 'مفتعلة', '.']",100
8554,15,2,2,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'ابي', 'بكر', 'الشمس', 'بن', 'الشمس', 'الحموي', 'الشافعي', 'الماضي', 'ابوه', 'ويعرف', 'كهو', 'بابن', 'الاشقر', '.', 'ممن', 'سمع', 'على', 'شيخنا', '.']","['محمد', 'تقي', 'الدين', 'اخو', 'الذي', 'قبله', 'ويعرف', 'كسلفه', 'بابن', 'الرومي', '.']",15.762208124782
8555,18,3,3,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'جعفر', 'بن', 'محاسن', 'الشمس', 'البعلي', 'المؤدب', 'ويعرف', 'بابن', 'الشحرور', '.', 'ولد', 'سنة', 'اثنتين', 'وستين', 'وسبعمائة', 'ببعلبك', 'ونشا', 'بها', 'وسمع', 'على', 'عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'الزعبوب', 'ومحمد', 'بن', 'علي', 'اليونانية', 'الصحيح', 'وعلى', 'حسن', 'ابن', 'محمود', 'بن', 'بشر', 'واحمد', 'بن', 'ابراهيم', 'بن', 'بدر', 'الالفي', 'البعليين', 'المائة', 'انتقاء', 'ابن', 'تيمية', 'منه', 'وعلى', 'موسى', 'بن', 'ابراهيم', 'اخي', 'ثانيهما', 'الاول', 'من', 'امالي', 'قاضي', 'البيمارستان', 'وحدث', 'سمع', 'منه', 'الفضلاء', 'كالحافظ', 'ابن', 'موسى', 'ورفيقه', 'الابي', 'في', 'سنة', 'خمس', 'عشرة', 'وكان', 'مؤدب', 'الاطفال', 'بباب', 'جامع', 'بعلبك', '،', 'وذكره', 'شيخنا', 'في', 'معجمه', 'فقال', ':', 'محمد', 'بن', 'محمد', 'ابن', 'احمد', 'بن', 'الشحرور', 'اجاز', 'لابنتي', 'رابعة', '،', 'وذكره', 'ابن', 'ابي', 'عذيبة', 'وكانه', 'تاخر', 'الى', 'بعد', 'الثلاثين', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'جعفر', 'بن', 'محاسن', 'الشمس', 'البعلي', 'المؤدب', 'ويعرف', 'بابن', 'الشحرور', '.', 'ولد', 'سنة', 'اثنتين', 'وستين', 'وسبعمائة', 'ببعلبك', 'ونشا', 'بها', 'وسمع', 'على', 'عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'الزعبوب', 'ومحمد', 'بن', 'علي', 'اليونانية', 'الصحيح', 'وعلى', 'حسن', 'ابن', 'محمود', 'بن', 'بشر', 'واحمد', 'بن', 'ابراهيم', 'بن', 'بدر', 'الالفي', 'البعليين', 'المائة', 'انتقاء', 'ابن', 'تيمية', 'منه', 'وعلى', 'موسى', 'بن', 'ابراهيم', 'اخي', 'ثانيهما', 'الاول', 'من', 'امالي', 'قاضي', 'البيمارستان', 'وحدث', 'سمع', 'منه', 'الفضلاء', 'كالحافظ', 'ابن', 'موسى', 'ورفيقه', 'الابي', 'في', 'سنة', 'خمس', 'عشرة', 'وكان', 'مؤدب', 'الاطفال', 'بباب', 'جامع', 'بعلبك', '،', 'وذكره', 'شيخنا', 'في', 'معجمه', 'فقال', ':', 'محمد', 'بن', 'محمد', 'ابن', 'احمد', 'بن', 'الشحرور', 'اجاز', 'لابنتي', 'رابعة', '،', 'وذكره', 'ابن', 'ابي', 'عذيبة', 'وكانه', 'تاخر', 'الى', 'بعد', 'الثلاثين', '.']",100
8556,19,3,3,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'حسن', 'بن', 'الزين', 'محمد', 'بن', 'الامين', 'محمد', 'بن', 'القطب', 'ابي', 'بكر', 'محمد', 'بن', 'احمد', 'بن', 'علي', 'بن', 'محمد', 'بن', 'الحسن', 'بن', 'عبد', 'الله', 'بن', 'احمد', 'بن', 'ميمون', 'الكمال', 'ابو', 'البركات', 'بن', 'الجمال', 'ابي', 'عبد', 'الله', 'القيسي', 'القسطلاني', 'الاصل', 'المكي', 'المالكي', 'ابن', 'اخت', 'الجمال', 'المرشدي', 'والماضي', 'اخوه', 'علي', 'وابوهما', 'ويعرف', 'كسلفه', 'بابن', 'الزين', '.', 'ولد', 'في', 'جمادى', 'الاولى', 'سنة', 'احدى', 'وثمانمائة', 'بمكة', 'ونشا', 'بها', 'فحفظ', 'القران', 'واشتغل', 'قليلا', 'واسمع', 'علي', 'بن', 'صديق', 'في', 'اخر', 'الخامسة', 'اشياء', 'وكذا', 'علي', 'الشهاب', 'بن', 'مثبت', 'وقبله', 'باشهر', 'علي', 'التقي', 'عبد', 'الرحمن', 'الزبيري', 'ثم', 'علي', 'الزين', 'المراغي', 'وابي', 'الحسن', 'علي', 'بن', 'مسعود', 'بن', 'عبد', 'المعطي', 'وابن', 'سلامة', 'والشمسين', 'الشامي', 'وابن', 'الجزري', 'في', 'اخرين', 'واجاز', 'له', 'العراقي', 'والهيثمي', 'والفرسيسي', 'والجوهري', 'والمجد', 'الشيرازي', 'وعائشة', 'ابنة', 'ابن', 'عبد', 'الهادي', 'وجماعة', '،', 'ودخل', 'الشام', 'وناب', 'في', 'القضاء', 'بها', 'في', 'سنة', 'اربع', 'وعشرين', 'حسبما', 'كان', 'يذكر', 'عن', 'الشمس', 'الاموي', 'المالكي', '،', 'وكذا', 'ناب', 'بالقاهرة', 'في', 'الصالحية', 'النجمية', 'وغيرها', 'عن', 'البساطي', 'في', 'سنة', 'ثلاثين', 'بل', 'اذن', 'له', 'السلطان', 'في', 'القضاء', 'بمكة', 'قبل', 'ذلك', 'في', 'اخر', 'سنة', 'ست', 'وعشرين', 'بعناية', 'السراج', 'الحسباني', 'حين', 'كان', 'التقى', 'الفاسي', 'قاضيها', 'وعز', 'ذلك', 'عليه', '،', 'ولم', 'يزل', 'يستميله', 'حتى', 'عزل', 'نفسه', 'في', 'ذي', 'الحجة', 'منها', 'واستنابه', 'هو', 'في', 'اواخره', 'والتزم', 'له', 'بمائة', 'افلوري', 'ان', 'عزله', 'فباشر', 'حينئذ', 'النيابة', 'عنه', 'بصولة', 'ومهابة', 'وعفة', 'ونزاهة', 'وحرمة', 'وافرة', 'فاقبل', 'الناس', 'عليه', 'واعرضوا', 'عن', 'مستنيبه', 'فعز', 'عليه', 'ذلك', 'ايضا', 'وراسله', 'في', 'اثناء', 'رجب', 'السنة', 'التي', 'تليها', 'بقوله', 'قد', 'منعتك', 'منعا', 'لاختبرك', 'به', 'فكان', 'ذلك', 'حاملا', 'له', 'على', 'توجهه', 'الى', 'القاهرة', 'ثم', 'سعيه', 'حتى', 'صرف', 'به', 'التقي', 'في', 'اخر', 'سنة', 'ثمان', 'وعشرين', 'بل', 'وورد', 'معه', 'مرسوم', 'بالكشف', 'عما', 'انهاه', 'من', 'كون', 'التقى', 'اعمى', 'وكان', 'التقى', 'حينئذ', 'باليمن', 'وحين', 'حضوره', 'وذلك', 'في', 'ايام', 'الموسم', 'وبلوغه', 'ذلك', 'اختفى', 'فحينئذ', 'استدعى', 'امير', 'الحاج', 'بالكمال', 'والبسه', 'الخلعة', 'وقرئ', 'توقيعه', 'في', 'يوم', 'العيد', 'بوادي', 'منى', '،', 'واستمر', 'الى', 'ان', 'اعيد', 'التقى', 'في', 'اثناء', 'التي', 'تليها', 'ثم', 'اعيد', 'هذا', 'في', 'اوائل', 'سنة', 'ثلاثين', 'واستمر', 'الى', 'اثناء', 'سنة', 'اربع', 'وتكرر', 'صرفه', 'بعد', 'ذلك', 'مرتين', 'بابي', 'عبد', 'الله', 'النويري', 'ومرة', 'بالمحيوي', 'عبد', 'القادر', '.', 'ومات', 'قاضيا', 'في', 'ربيع', 'الاول', 'سنة', 'اربع', 'وستين', '.', 'وهو', 'من', 'سمع', 'بالقاهرة', 'على', 'شيخنا', 'في', 'سنة', 'اربع', 'واربعين', 'وقبل', 'ذلك', 'بالمدينة', 'النبوية', 'على', 'ابي', 'الفتح', 'المراغي', '،', 'وحدث', 'سمع', 'منه', 'الفضلاء', 'حملت', 'عنه', 'اشياء', '.', 'وكان', 'صارما', 'في', 'الاحكام', 'دربا', 'بها', 'عبل', 'البدن', 'ثقيل', 'الحركة', 'لذلك', '.', 'لكن', 'صار', 'صرف', 'التقي', 'به', 'من', 'المصائب', 'ولذلك', 'كتب', 'شيخنا', 'فيما', 'بلغني', 'للملك', 'الاشرف', 'برسباي', 'ما', 'نصه', 'ان', 'ولايته', 'مع', 'وجوده', 'من', 'الالحاح', 'في', 'حرم', 'الله', '.', 'عفا', 'الله', 'عنه', 'وايانا', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'حسن', 'بن', 'الزين', 'محمد', 'بن', 'الامين', 'محمد', 'بن', 'القطب', 'ابي', 'بكر', 'محمد', 'بن', 'احمد', 'بن', 'علي', 'بن', 'محمد', 'بن', 'الحسن', 'بن', 'عبد', 'الله', 'بن', 'احمد', 'بن', 'ميمون', 'الكمال', 'ابو', 'البركات', 'بن', 'الجمال', 'ابي', 'عبد', 'الله', 'القيسي', 'القسطلاني', 'الاصل', 'المكي', 'المالكي', 'ابن', 'اخت', 'الجمال', 'المرشدي', 'والماضي', 'اخوه', 'علي', 'وابوهما', 'ويعرف', 'كسلفه', 'بابن', 'الزين', '.', 'ولد', 'في', 'جمادى', 'الاولى', 'سنة', 'احدى', 'وثمانمائة', 'بمكة', 'ونشا', 'بها', 'فحفظ', 'القران', 'واشتغل', 'قليلا', 'واسمع', 'علي', 'بن', 'صديق', 'في', 'اخر', 'الخامسة', 'اشياء', 'وكذا', 'علي', 'الشهاب', 'بن', 'مثبت', 'وقبله', 'باشهر', 'علي', 'التقي', 'عبد', 'الرحمن', 'الزبيري', 'ثم', 'علي', 'الزين', 'المراغي', 'وابي', 'الحسن', 'علي', 'بن', 'مسعود', 'بن', 'عبد', 'المعطي', 'وابن', 'سلامة', 'والشمسين', 'الشامي', 'وابن', 'الجزري', 'في', 'اخرين', 'واجاز', 'له', 'العراقي', 'والهيثمي', 'والفرسيسي', 'والجوهري', 'والمجد', 'الشيرازي', 'وعائشة', 'ابنة', 'ابن', 'عبد', 'الهادي', 'وجماعة', '،', 'ودخل', 'الشام', 'وناب', 'في', 'القضاء', 'بها', 'في', 'سنة', 'اربع', 'وعشرين', 'حسبما', 'كان', 'يذكر', 'عن', 'الشمس', 'الاموي', 'المالكي', '،', 'وكذا', 'ناب', 'بالقاهرة', 'في', 'الصالحية', 'النجمية', 'وغيرها', 'عن', 'البساطي', 'في', 'سنة', 'ثلاثين', 'بل', 'اذن', 'له', 'السلطان', 'في', 'القضاء', 'بمكة', 'قبل', 'ذلك', 'في', 'اخر', 'سنة', 'ست', 'وعشرين', 'بعناية', 'السراج', 'الحسباني', 'حين', 'كان', 'التقى', 'الفاسي', 'قاضيها', 'وعز', 'ذلك', 'عليه', '،', 'ولم', 'يزل', 'يستميله', 'حتى', 'عزل', 'نفسه', 'في', 'ذي', 'الحجة', 'منها', 'واستنابه', 'هو', 'في', 'اواخره', 'والتزم', 'له', 'بمائة', 'افلوري', 'ان', 'عزله', 'فباشر', 'حينئذ', 'النيابة', 'عنه', 'بصولة', 'ومهابة', 'وعفة', 'ونزاهة', 'وحرمة', 'وافرة', 'فاقبل', 'الناس', 'عليه', 'واعرضوا', 'عن', 'مستنيبه', 'فعز', 'عليه', 'ذلك', 'ايضا', 'وراسله', 'في', 'اثناء', 'رجب', 'السنة', 'التي', 'تليها', 'بقوله', 'قد', 'منعتك', 'منعا', 'لاختبرك', 'به', 'فكان', 'ذلك', 'حاملا', 'له', 'على', 'توجهه', 'الى', 'القاهرة', 'ثم', 'سعيه', 'حتى', 'صرف', 'به', 'التقي', 'في', 'اخر', 'سنة', 'ثمان', 'وعشرين', 'بل', 'وورد', 'معه', 'مرسوم', 'بالكشف', 'عما', 'انهاه', 'من', 'كون', 'التقى', 'اعمى', 'وكان', 'التقى', 'حينئذ', 'باليمن', 'وحين', 'حضوره', 'وذلك', 'في', 'ايام', 'الموسم', 'وبلوغه', 'ذلك', 'اختفى', 'فحينئذ', 'استدعى', 'امير', 'الحاج', 'بالكمال', 'والبسه', 'الخلعة', 'وقرئ', 'توقيعه', 'في', 'يوم', 'العيد', 'بوادي', 'منى', '،', 'واستمر', 'الى', 'ان', 'اعيد', 'التقى', 'في', 'اثناء', 'التي', 'تليها', 'ثم', 'اعيد', 'هذا', 'في', 'اوائل', 'سنة', 'ثلاثين', 'واستمر', 'الى', 'اثناء', 'سنة', 'اربع', 'وتكرر', 'صرفه', 'بعد', 'ذلك', 'مرتين', 'بابي', 'عبد', 'الله', 'النويري', 'ومرة', 'بالمحيوي', 'عبد', 'القادر', '.', 'ومات', 'قاضيا', 'في', 'ربيع', 'الاول', 'سنة', 'اربع', 'وستين', '.', 'وهو', 'من', 'سمع', 'بالقاهرة', 'على', 'شيخنا', 'في', 'سنة', 'اربع', 'واربعين', 'وقبل', 'ذلك', 'بالمدينة', 'النبوية', 'على', 'ابي', 'الفتح', 'المراغي', '،', 'وحدث', 'سمع', 'منه', 'الفضلاء', 'حملت', 'عنه', 'اشياء', '.', 'وكان', 'صارما', 'في', 'الاحكام', 'دربا', 'بها', 'عبل', 'البدن', 'ثقيل', 'الحركة', 'لذلك', '.', 'لكن', 'صار', 'صرف', 'التقي', 'به', 'من', 'المصائب', 'ولذلك', 'كتب', 'شيخنا', 'فيما', 'بلغني', 'للملك', 'الاشرف', 'برسباي', 'ما', 'نصه', 'ان', 'ولايته', 'مع', 'وجوده', 'من', 'الالحاح', 'في', 'حرم', 'الله', '.', 'عفا', 'الله', 'عنه', 'وايانا', '.', 'محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'ابي', 'الخير', 'بن', 'حسن', 'ابن', 'الزين', 'محمد', '.', 'جماعة', 'اخوة', '.', 'يجيئون', 'فيمن', 'جدهم', 'احمد', 'بن', 'محمد', 'بن', 'حسن', '.']",98.166586666723
8558,20,4,4,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'سليمان', 'بن', 'احمد', 'بن', 'عمر', 'بن', 'عبد', 'الرحمن', 'المحب', 'ابن', 'الشمس', 'بن', 'الشهاب', 'المغربي', 'الاصل', 'المقدسي', 'المالكي', 'خال', 'الكمال', 'بن', 'ابي', 'شريف', 'والماضي', 'ابوه', 'وجده', 'وابوه', 'ويعرف', 'كسلفه', 'بابن', 'عوجان', '.', 'مات', 'في', 'ليلة', 'الاحد', 'ثاني', 'رمضان', 'سنة', 'ثمانين', 'عن', 'خمس', 'واربعين', 'سنة', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'سليمان', 'بن', 'احمد', 'بن', 'عمر', 'بن', 'عبد', 'الرحمن', 'المحب', 'ابن', 'الشمس', 'بن', 'الشهاب', 'المغربي', 'الاصل', 'المقدسي', 'المالكي', 'خال', 'الكمال', 'بن', 'ابي', 'شريف', 'والماضي', 'ابوه', 'وجده', 'وابوه', 'ويعرف', 'كسلفه', 'بابن', 'عوجان', '.', 'مات', 'في', 'ليلة', 'الاحد', 'ثاني', 'رمضان', 'سنة', 'ثمانين', 'عن', 'خمس', 'واربعين', 'سنة', '.', 'محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'الشحرور', '.', 'مضى', 'قريبا', 'فيمن', 'جده', 'احمد', 'بن', 'جعفر', 'بن', 'محاسن', '.', 'محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'صغير', 'الطبيب', '.', 'ممن', 'عرض', 'عليه', 'الكمال', 'محمد', 'بن', 'محمد', 'بن', 'علي', 'بن', 'صغير', 'سنة', 'ست', 'عشرة', '،', 'وسياتي', 'فيمن', 'جده', 'عبد', 'الله', 'بن', 'احمد', '.']",86.7710161994554
8561,21,4,4,"['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'طوق', 'البدر', 'او', 'الشمس', 'بن', 'الجمال', 'الطواويسي', 'الكاتب', '.', 'ولد', 'سنة', 'سبع', 'وثلاثين', 'وسبعمائة', 'واسمع', 'علي', 'زينب', 'ابنة', 'ابن', 'الخباز', 'والبهاء', 'علي', 'بن', 'العز', 'عمر', 'المقدسي', 'وفاطمة', 'ابنة', 'العزو', 'وغيرهم', 'وكذا', 'سمع', 'الكثير', 'من', 'اصحاب', 'الفخر', 'بن', 'البخاري', 'بعناية', 'زوج', 'اخته', 'الحافظ', 'الشمس', 'الحسيني', '،', 'واجاز', 'له', 'جماعة', '،', 'وكان', 'يباشر', 'ديوان', 'الاسرى', 'والاسوار', 'مشهورا', 'بالكفاءة', 'في', 'ذلك', '.', 'ذكره', 'شيخنا', 'في', 'معجمه', 'وقال', ':', 'اجاز', 'لي', 'في', 'سنة', 'سبع', 'وتسعين', '.', 'ومات', 'في', 'سابع', 'عشري', 'ذي', 'الحجة', 'سنة', 'احدى', '.', 'وذكره', 'في', 'انبائه', 'ايضا', '،', 'وتبعه', 'المقريزي', 'في', 'عقوده', '.']","['محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'طوق', 'البدر', 'او', 'الشمس', 'بن', 'الجمال', 'الطواويسي', 'الكاتب', '.', 'ولد', 'سنة', 'سبع', 'وثلاثين', 'وسبعمائة', 'واسمع', 'علي', 'زينب', 'ابنة', 'ابن', 'الخباز', 'والبهاء', 'علي', 'بن', 'العز', 'عمر', 'المقدسي', 'وفاطمة', 'ابنة', 'العزو', 'وغيرهم', 'وكذا', 'سمع', 'الكثير', 'من', 'اصحاب', 'الفخر', 'بن', 'البخاري', 'بعناية', 'زوج', 'اخته', 'الحافظ', 'الشمس', 'الحسيني', '،', 'واجاز', 'له', 'جماعة', '،', 'وكان', 'يباشر', 'ديوان', 'الاسرى', 'والاسوار', 'مشهورا', 'بالكفاءة', 'في', 'ذلك', '.', 'ذكره', 'شيخنا', 'في', 'معجمه', 'وقال', ':', 'اجاز', 'لي', 'في', 'سنة', 'سبع', 'وتسعين', '.', 'ومات', 'في', 'سابع', 'عشري', 'ذي', 'الحجة', 'سنة', 'احدى', '.', 'وذكره', 'في', 'انبائه', 'ايضا', '،', 'وتبعه', 'المقريزي', 'في', 'عقوده', '.']",100
